participant_id,age,choice,identity_1,reward1_1,reward2_1,reward3_1,probedIdentity_1,probedReward_1,contextRwd_1,identity_2,reward1_2,reward2_2,reward3_2,probedIdentity_2,probedReward_2,contextRwd_2,identity_3,reward1_3,reward2_3,reward3_3,probedIdentity_3,probedReward_3,contextRwd_3
139.0,12.35,3.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,-0.38461538461538464
139.0,12.35,2.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.1,0.0,0.0,1.0,-1.0,-1.0,-1.0,-0.5,0.0,0.0,-1.0,1.0,1.0,1.0,0.25
139.0,12.35,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.23076923076923078,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.3333333333333333
139.0,12.35,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.1,0.0,0.0,-1.0,0.0,-1.0,1.0,-0.5,0.0,0.0,-1.0,0.0,1.0,-1.0,0.25
139.0,12.35,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.06666666666666667,0.0,0.0,-1.0,0.0,-1.0,-1.0,-0.2,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
139.0,12.35,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.23076923076923078,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.3333333333333333
139.0,12.35,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-0.06666666666666667,0.0,0.0,-1.0,0.0,-1.0,1.0,-0.2,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0
139.0,12.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.16666666666666666,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-0.38461538461538464
139.0,12.35,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.1,0.0,0.0,1.0,-1.0,-1.0,-1.0,-0.5,0.0,0.0,-1.0,1.0,1.0,1.0,0.25
139.0,12.35,2.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-0.38461538461538464
139.0,12.35,3.0,0.0,0.0,1.0,0.0,-1.0,1.0,-0.06666666666666667,0.0,0.0,1.0,0.0,-1.0,1.0,-0.2,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0
139.0,12.35,3.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,-1.0,1.0,1.0,-0.06666666666666667,0.0,0.0,-1.0,1.0,-1.0,-1.0,-0.2,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0
139.0,12.35,2.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.1,0.0,0.0,1.0,1.0,-1.0,-1.0,-0.5,0.0,0.0,-1.0,-1.0,1.0,1.0,0.25
139.0,12.35,2.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-0.06666666666666667,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.2,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0
139.0,12.35,3.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.16666666666666666,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-0.38461538461538464
139.0,12.35,3.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-0.0625,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0
139.0,12.35,2.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.23076923076923078,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.3333333333333333
139.0,12.35,2.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-0.0625,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0
139.0,12.35,2.0,0.0,0.0,1.0,0.0,-1.0,1.0,-0.0625,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0
139.0,12.35,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.1,0.0,0.0,1.0,0.0,-1.0,1.0,-0.5,0.0,0.0,-1.0,0.0,1.0,-1.0,0.25
139.0,12.35,2.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.16666666666666666,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-0.38461538461538464
139.0,12.35,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-0.0625,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0
139.0,12.35,2.0,0.0,0.0,1.0,0.0,-1.0,1.0,-0.0625,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0
139.0,12.35,2.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.1,0.0,0.0,1.0,-1.0,-1.0,-1.0,-0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25
139.0,12.35,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,3.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.23076923076923078,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.3333333333333333
139.0,12.35,3.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
139.0,12.35,3.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.23076923076923078,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.3333333333333333
139.0,12.35,2.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-0.06666666666666667,0.0,0.0,-1.0,1.0,-1.0,1.0,-0.2,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0
139.0,12.35,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.1,0.0,0.0,-1.0,0.0,-1.0,-1.0,-0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.25
139.0,12.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
139.0,12.35,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
139.0,12.35,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
139.0,12.35,2.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
