"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","5552","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","5557","0.0-1.0","","","","","","","","","","",""
"","welcome","2","41284","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","57","65","9","female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","42962","0.0-3.0","1676","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","44921","0.0-4.0","1957.5","run_exp/static/images/Set 6_rs/073a.jpg","78","","","","","","learn","SL",""
"","show_choice","5","44966","0.0-5.0","null","run_exp/static/images/Set 6_rs/073a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","6","45467","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","47351","0.0-7.0","1882.4000000059605","run_exp/static/images/Set 6_rs/025a.jpg","78","","","","","","learn","SL",""
"","show_choice","8","47470","0.0-8.0","null","run_exp/static/images/Set 6_rs/025a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","47973","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","49535","0.0-10.0","1561.5","run_exp/static/images/Set 6_rs/061a.jpg","78","","","","","","learn","SR",""
"","show_choice","11","49977","0.0-11.0","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","12","50479","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","51944","0.0-13.0","1463.7000000029802","run_exp/static/images/Set 6_rs/006a.jpg","86","","","","","","learn","SL",""
"","show_choice","14","52486","0.0-14.0","null","run_exp/static/images/Set 6_rs/006a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","52986","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","54989","0.0-16.0","null","run_exp/static/images/Set 6_rs/148a.jpg","null","","","","","","learn","SR",""
"","show_choice","17","56993","0.0-17.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","18","57496","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","58693","0.0-19.0","1196.1000000014901","run_exp/static/images/Set 6_rs/166a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","59502","0.0-20.0","null","run_exp/static/images/Set 6_rs/166a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","21","60006","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","61230","0.0-22.0","1222.5999999940395","run_exp/static/images/Set 6_rs/008a.jpg","86","","","","","","learn","SL",""
"","show_choice","23","62009","0.0-23.0","null","run_exp/static/images/Set 6_rs/008a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","24","62510","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","63702","0.0-25.0","1190.2999999970198","run_exp/static/images/Set 6_rs/181a.jpg","78","","","","","","learn","SL",""
"","show_choice","26","64517","0.0-26.0","null","run_exp/static/images/Set 6_rs/181a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","27","65022","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","66864","0.0-28.0","1840.2999999970198","run_exp/static/images/Set 6_rs/017a.jpg","78","","","","","","learn","SL",""
"","show_choice","29","67026","0.0-29.0","null","run_exp/static/images/Set 6_rs/017a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","30","67528","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","68752","0.0-31.0","1222.7000000029802","run_exp/static/images/Set 6_rs/088a.jpg","86","","","","","","learn","SR",""
"","show_choice","32","69534","0.0-32.0","null","run_exp/static/images/Set 6_rs/088a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","70039","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","71487","0.0-34.0","1446.6000000014901","run_exp/static/images/Set 6_rs/012a.jpg","86","","","","","","learn","SR",""
"","show_choice","35","72043","0.0-35.0","null","run_exp/static/images/Set 6_rs/012a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","36","72549","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","74163","0.0-37.0","1612.4000000059605","run_exp/static/images/Set 6_rs/122a.jpg","86","","","","","","learn","SR",""
"","show_choice","38","74555","0.0-38.0","null","run_exp/static/images/Set 6_rs/122a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","39","75057","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","75938","0.0-40.0","880","run_exp/static/images/Set 6_rs/057a.jpg","86","","","","","","learn","SL",""
"","show_choice","41","77061","0.0-41.0","null","run_exp/static/images/Set 6_rs/057a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","42","77565","0.0-42.0","null","<p></p>","null","","","","","","","",""
"","image","43","78869","0.0-43.0","1303","run_exp/static/images/Set 6_rs/144a.jpg","86","","","","","","learn","SL",""
"","show_choice","44","79572","0.0-44.0","null","run_exp/static/images/Set 6_rs/144a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","45","80074","0.0-45.0","null","<p></p>","null","","","","","","","",""
"","image","46","81427","0.0-46.0","1351.3000000044703","run_exp/static/images/Set 6_rs/152a.jpg","86","","","","","","learn","SR",""
"","show_choice","47","82076","0.0-47.0","null","run_exp/static/images/Set 6_rs/152a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","48","82578","0.0-48.0","null","<p></p>","null","","","","","","","",""
"","image","49","84585","0.0-49.0","null","run_exp/static/images/Set 6_rs/138a.jpg","null","","","","","","learn","SL",""
"","show_choice","50","86591","0.0-50.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","51","87093","0.0-51.0","null","<p></p>","null","","","","","","","",""
"","image","52","87942","0.0-52.0","848.3999999985099","run_exp/static/images/Set 6_rs/060a.jpg","86","","","","","","learn","SL",""
"","show_choice","53","89099","0.0-53.0","null","run_exp/static/images/Set 6_rs/060a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","54","89605","0.0-54.0","null","<p></p>","null","","","","","","","",""
"","image","55","90832","0.0-55.0","1225.7999999970198","run_exp/static/images/Set 6_rs/154a.jpg","86","","","","","","learn","SR",""
"","show_choice","56","91609","0.0-56.0","null","run_exp/static/images/Set 6_rs/154a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","57","92115","0.0-57.0","null","<p></p>","null","","","","","","","",""
"","image","58","93487","0.0-58.0","1370.8000000044703","run_exp/static/images/Set 6_rs/055a.jpg","86","","","","","","learn","SL",""
"","show_choice","59","94122","0.0-59.0","null","run_exp/static/images/Set 6_rs/055a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","60","94624","0.0-60.0","null","<p></p>","null","","","","","","","",""
"","image","61","95745","0.0-61.0","1120.5","run_exp/static/images/Set 6_rs/134a.jpg","86","","","","","","learn","SR",""
"","show_choice","62","96626","0.0-62.0","null","run_exp/static/images/Set 6_rs/134a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","63","97132","0.0-63.0","null","<p></p>","null","","","","","","","",""
"","image","64","99138","0.0-64.0","null","run_exp/static/images/Set 6_rs/121a.jpg","null","","","","","","learn","SR",""
"","show_choice","65","101143","0.0-65.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","66","101649","0.0-66.0","null","<p></p>","null","","","","","","","",""
"","image","67","102983","0.0-67.0","1333.7999999970198","run_exp/static/images/Set 6_rs/076a.jpg","78","","","","","","learn","SR",""
"","show_choice","68","103655","0.0-68.0","null","run_exp/static/images/Set 6_rs/076a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","69","104157","0.0-69.0","null","<p></p>","null","","","","","","","",""
"","image","70","105612","0.0-70.0","1454","run_exp/static/images/Set 6_rs/075a.jpg","86","","","","","","learn","SR",""
"","show_choice","71","106164","0.0-71.0","null","run_exp/static/images/Set 6_rs/075a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","72","106665","0.0-72.0","null","<p></p>","null","","","","","","","",""
"","image","73","108170","0.0-73.0","1503.6000000014901","run_exp/static/images/Set 6_rs/187a.jpg","86","","","","","","learn","SR",""
"","show_choice","74","108668","0.0-74.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","75","109169","0.0-75.0","null","<p></p>","null","","","","","","","",""
"","image","76","110742","0.0-76.0","1571.7999999970198","run_exp/static/images/Set 6_rs/066a.jpg","86","","","","","","learn","SL",""
"","show_choice","77","111176","0.0-77.0","null","run_exp/static/images/Set 6_rs/066a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","78","111681","0.0-78.0","null","<p></p>","null","","","","","","","",""
"","image","79","113127","0.0-79.0","1445.1000000014901","run_exp/static/images/Set 6_rs/117a.jpg","86","","","","","","learn","SL",""
"","show_choice","80","113687","0.0-80.0","null","run_exp/static/images/Set 6_rs/117a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","81","114193","0.0-81.0","null","<p></p>","null","","","","","","","",""
"","image","82","116171","0.0-82.0","1977.1000000014901","run_exp/static/images/Set 6_rs/123a.jpg","86","","","","","","learn","SL",""
"","show_choice","83","116195","0.0-83.0","null","run_exp/static/images/Set 6_rs/123a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","84","116701","0.0-84.0","null","<p></p>","null","","","","","","","",""
