"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","6770","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","6777","0.0-1.0","","","","","","","","","","",""
"","welcome","2","42607","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","63","3","12","female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","44012","0.0-3.0","1403.5","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","45728","0.0-4.0","1712.7999999970198","run_exp/static/images/Set 6_rs/016a.jpg","86","","","","","","learn","SL",""
"","show_choice","5","46017","0.0-5.0","null","run_exp/static/images/Set 6_rs/016a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","6","46523","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","47819","0.0-7.0","1294.5","run_exp/static/images/Set 6_rs/076a.jpg","78","","","","","","learn","SR",""
"","show_choice","8","48527","0.0-8.0","null","run_exp/static/images/Set 6_rs/076a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","49032","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","50772","0.0-10.0","1738.0999999940395","run_exp/static/images/Set 6_rs/117a.jpg","78","","","","","","learn","SL",""
"","show_choice","11","51035","0.0-11.0","null","run_exp/static/images/Set 6_rs/117a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","51540","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","53014","0.0-13.0","1471.5999999940395","run_exp/static/images/Set 6_rs/079a.jpg","86","","","","","","learn","SL",""
