"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","15430","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","15436","0.0-1.0","","","","","","","","","","",""
"","welcome","2","55541","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","178","384","10","Female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","56894","0.0-3.0","1348.699999988079","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","58659","0.0-4.0","1761.199999988079","run_exp/static/images/Set 6_rs/108a.jpg","86","","","","","","learn","SR",""
"","show_choice","5","58913","0.0-5.0","null","run_exp/static/images/Set 6_rs/108a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","6","59429","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","60287","0.0-7.0","855.8999999761581","run_exp/static/images/Set 6_rs/112a.jpg","86","","","","","","learn","SR",""
"","show_choice","8","61437","0.0-8.0","null","run_exp/static/images/Set 6_rs/112a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","61943","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","62748","0.0-10.0","802.6999999880791","run_exp/static/images/Set 6_rs/063a.jpg","86","","","","","","learn","SR",""
"","show_choice","11","63958","0.0-11.0","null","run_exp/static/images/Set 6_rs/063a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","12","64463","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","65228","0.0-13.0","761.8999999761581","run_exp/static/images/Set 6_rs/169a.jpg","78","","","","","","learn","SR",""
"","show_choice","14","66484","0.0-14.0","null","run_exp/static/images/Set 6_rs/169a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","15","66985","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","67639","0.0-16.0","650.8000000119209","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","68990","0.0-17.0","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","69503","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","70785","0.0-19.0","1279.300000011921","run_exp/static/images/Set 6_rs/132a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","71514","0.0-20.0","null","run_exp/static/images/Set 6_rs/132a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","21","72029","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","73293","0.0-22.0","1261.5","run_exp/static/images/Set 6_rs/167a.jpg","86","","","","","","learn","SL",""
"","show_choice","23","74038","0.0-23.0","null","run_exp/static/images/Set 6_rs/167a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","24","74552","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","75430","0.0-25.0","844.2000000476837","run_exp/static/images/Set 6_rs/025a.jpg","78","","","","","","learn","SL",""
"","show_choice","26","76587","0.0-26.0","null","run_exp/static/images/Set 6_rs/025a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","27","77101","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","78309","0.0-28.0","1205","run_exp/static/images/Set 6_rs/061a.jpg","78","","","","","","learn","SR",""
"","show_choice","29","79118","0.0-29.0","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","30","79633","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","80729","0.0-31.0","1092.800000011921","run_exp/static/images/Set 6_rs/126a.jpg","78","","","","","","learn","SR",""
"","show_choice","32","81647","0.0-32.0","null","run_exp/static/images/Set 6_rs/126a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","82163","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","83364","0.0-34.0","1198.7000000476837","run_exp/static/images/Set 6_rs/152a.jpg","78","","","","","","learn","SR",""
"","show_choice","35","84180","0.0-35.0","null","run_exp/static/images/Set 6_rs/152a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","36","84693","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","85520","0.0-37.0","825.2999999523163","run_exp/static/images/Set 6_rs/131a.jpg","86","","","","","","learn","SR",""
"","show_choice","38","86699","0.0-38.0","null","run_exp/static/images/Set 6_rs/131a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","39","87214","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","88097","0.0-40.0","880.7000000476837","run_exp/static/images/Set 6_rs/187a.jpg","86","","","","","","learn","SR",""
"","show_choice","41","89230","0.0-41.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","42","89734","0.0-42.0","null","<p></p>","null","","","","","","","",""
"","image","43","90625","0.0-43.0","889","run_exp/static/images/Set 6_rs/122a.jpg","86","","","","","","learn","SR",""
"","show_choice","44","91747","0.0-44.0","null","run_exp/static/images/Set 6_rs/122a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","45","92262","0.0-45.0","null","<p></p>","null","","","","","","","",""
"","image","46","93369","0.0-46.0","1105.199999988079","run_exp/static/images/Set 6_rs/066a.jpg","78","","","","","","learn","SL",""
"","show_choice","47","94273","0.0-47.0","null","run_exp/static/images/Set 6_rs/066a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","48","94788","0.0-48.0","null","<p></p>","null","","","","","","","",""
"","image","49","95849","0.0-49.0","1057.699999988079","run_exp/static/images/Set 6_rs/154a.jpg","86","","","","","","learn","SR",""
"","show_choice","50","96806","0.0-50.0","null","run_exp/static/images/Set 6_rs/154a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","51","97322","0.0-51.0","null","<p></p>","null","","","","","","","",""
"","image","52","98399","0.0-52.0","1075.300000011921","run_exp/static/images/Set 6_rs/071a.jpg","78","","","","","","learn","SL",""
"","show_choice","53","99339","0.0-53.0","null","run_exp/static/images/Set 6_rs/071a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","54","99857","0.0-54.0","null","<p></p>","null","","","","","","","",""
"","image","55","100472","0.0-55.0","612.8999999761581","run_exp/static/images/Set 6_rs/073a.jpg","86","","","","","","learn","SL",""
"","show_choice","56","101871","0.0-56.0","null","run_exp/static/images/Set 6_rs/073a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","57","102386","0.0-57.0","null","<p></p>","null","","","","","","","",""
"","image","58","102930","0.0-58.0","541.7999999523163","run_exp/static/images/Set 6_rs/006a.jpg","86","","","","","","learn","SL",""
"","show_choice","59","104400","0.0-59.0","null","run_exp/static/images/Set 6_rs/006a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","60","104912","0.0-60.0","null","<p></p>","null","","","","","","","",""
"","image","61","105480","0.0-61.0","565.3999999761581","run_exp/static/images/Set 6_rs/150a.jpg","86","","","","","","learn","SR",""
"","show_choice","62","106927","0.0-62.0","null","run_exp/static/images/Set 6_rs/150a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","63","107442","0.0-63.0","null","<p></p>","null","","","","","","","",""
"","image","64","108148","0.0-64.0","703.8000000119209","run_exp/static/images/Set 6_rs/007a.jpg","86","","","","","","learn","SR",""
"","show_choice","65","109455","0.0-65.0","null","run_exp/static/images/Set 6_rs/007a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","66","109971","0.0-66.0","null","<p></p>","null","","","","","","","",""
"","image","67","110727","0.0-67.0","754.1000000238419","run_exp/static/images/Set 6_rs/016a.jpg","86","","","","","","learn","SL",""
"","show_choice","68","111981","0.0-68.0","null","run_exp/static/images/Set 6_rs/016a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","69","112496","0.0-69.0","null","<p></p>","null","","","","","","","",""
"","image","70","113080","0.0-70.0","580.8999999761581","run_exp/static/images/Set 6_rs/166a.jpg","86","","","","","","learn","SR",""
