"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","7713","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","7716","0.0-1.0","","","","","","","","","","",""
"","welcome","2","43457","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","142","227","12","Male","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","44880","0.0-3.0","1421.7999999998137","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","46786","0.0-4.0","1903.6999999999534","run_exp/static/images/Set 6_rs/181a.jpg","78","","","","","","learn","SL",""
"","show_choice","5","46890","0.0-5.0","null","run_exp/static/images/Set 6_rs/181a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","6","47395","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","48759","0.0-7.0","1362.4000000001397","run_exp/static/images/Set 6_rs/131a.jpg","86","","","","","","learn","SR",""
"","show_choice","8","49405","0.0-8.0","null","run_exp/static/images/Set 6_rs/131a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","49925","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","50859","0.0-10.0","932.2999999998137","run_exp/static/images/Set 6_rs/057a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","51945","0.0-11.0","null","run_exp/static/images/Set 6_rs/057a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","52465","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","53667","0.0-13.0","1200.3000000000466","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","14","54472","0.0-14.0","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","54975","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","55990","0.0-16.0","1014.1999999999534","run_exp/static/images/Set 6_rs/073a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","56984","0.0-17.0","null","run_exp/static/images/Set 6_rs/073a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","57486","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","58287","0.0-19.0","799.3000000000466","run_exp/static/images/Set 6_rs/024a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","59494","0.0-20.0","null","run_exp/static/images/Set 6_rs/024a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","21","59995","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","61526","0.0-22.0","1530.3999999999069","run_exp/static/images/Set 6_rs/187a.jpg","86","","","","","","learn","SR",""
"","show_choice","23","62005","0.0-23.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","24","62507","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","63564","0.0-25.0","1055.5","run_exp/static/images/Set 6_rs/132a.jpg","86","","","","","","learn","SR",""
"","show_choice","26","64519","0.0-26.0","null","run_exp/static/images/Set 6_rs/132a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","27","65021","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","66223","0.0-28.0","1200.1000000000931","run_exp/static/images/Set 6_rs/095a.jpg","86","","","","","","learn","SL",""
"","show_choice","29","67029","0.0-29.0","null","run_exp/static/images/Set 6_rs/095a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","30","67533","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","68888","0.0-31.0","1354.5","run_exp/static/images/Set 6_rs/141a.jpg","86","","","","","","learn","SR",""
"","show_choice","32","69543","0.0-32.0","null","run_exp/static/images/Set 6_rs/141a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","70046","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","71671","0.0-34.0","1623.5","run_exp/static/images/Set 6_rs/134a.jpg","86","","","","","","learn","SR",""
"","show_choice","35","72057","0.0-35.0","null","run_exp/static/images/Set 6_rs/134a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","36","72560","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","73266","0.0-37.0","704.4000000001397","run_exp/static/images/Set 6_rs/045a.jpg","86","","","","","","learn","SR",""
"","show_choice","38","74579","0.0-38.0","null","run_exp/static/images/Set 6_rs/045a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","39","75089","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","76596","0.0-40.0","1505.6999999999534","run_exp/static/images/Set 6_rs/075a.jpg","78","","","","","","learn","SR",""
"","show_choice","41","77099","0.0-41.0","null","run_exp/static/images/Set 6_rs/075a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","42","77601","0.0-42.0","null","<p></p>","null","","","","","","","",""
"","image","43","78969","0.0-43.0","1366.6999999999534","run_exp/static/images/Set 6_rs/117a.jpg","78","","","","","","learn","SL",""
"","show_choice","44","79611","0.0-44.0","null","run_exp/static/images/Set 6_rs/117a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","45","80114","0.0-45.0","null","<p></p>","null","","","","","","","",""
"","image","46","81396","0.0-46.0","1281.1999999999534","run_exp/static/images/Set 6_rs/074a.jpg","78","","","","","","learn","SL",""
"","show_choice","47","82124","0.0-47.0","null","run_exp/static/images/Set 6_rs/074a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","48","82634","0.0-48.0","null","<p></p>","null","","","","","","","",""
"","image","49","83987","0.0-49.0","1352.5","run_exp/static/images/Set 6_rs/129a.jpg","78","","","","","","learn","SL",""
"","show_choice","50","84644","0.0-50.0","null","run_exp/static/images/Set 6_rs/129a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","51","85146","0.0-51.0","null","<p></p>","null","","","","","","","",""
"","image","52","86192","0.0-52.0","1044.6999999999534","run_exp/static/images/Set 6_rs/071a.jpg","78","","","","","","learn","SL",""
"","show_choice","53","87157","0.0-53.0","null","run_exp/static/images/Set 6_rs/071a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","54","87658","0.0-54.0","null","<p></p>","null","","","","","","","",""
"","image","55","88557","0.0-55.0","897.8999999999069","run_exp/static/images/Set 6_rs/067a.jpg","86","","","","","","learn","SL",""
"","show_choice","56","89662","0.0-56.0","null","run_exp/static/images/Set 6_rs/067a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","57","90186","0.0-57.0","null","<p></p>","null","","","","","","","",""
"","image","58","91050","0.0-58.0","862.6000000000931","run_exp/static/images/Set 6_rs/025a.jpg","78","","","","","","learn","SL",""
"","show_choice","59","92194","0.0-59.0","null","run_exp/static/images/Set 6_rs/025a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","60","92696","0.0-60.0","null","<p></p>","null","","","","","","","",""
"","image","61","93890","0.0-61.0","1192.6999999999534","run_exp/static/images/Set 6_rs/186a.jpg","86","","","","","","learn","SR",""
"","show_choice","62","94705","0.0-62.0","null","run_exp/static/images/Set 6_rs/186a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","63","95206","0.0-63.0","null","<p></p>","null","","","","","","","",""
"","image","64","97204","0.0-64.0","1997.1000000000931","run_exp/static/images/Set 6_rs/008a.jpg","86","","","","","","learn","SL",""
"","show_choice","65","97207","0.0-65.0","null","run_exp/static/images/Set 6_rs/008a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","66","97715","0.0-66.0","null","<p></p>","null","","","","","","","",""
"","image","67","98771","0.0-67.0","1054.6999999999534","run_exp/static/images/Set 6_rs/177a.jpg","78","","","","","","learn","SR",""
"","show_choice","68","99723","0.0-68.0","null","run_exp/static/images/Set 6_rs/177a.jpg","null","","","","","","learn","SR",""
