"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","5895","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","5899","0.0-1.0","","","","","","","","","","",""
"","welcome","2","41644","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","66","230","11","female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","42790","0.0-3.0","1144.199999988079","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","44793","0.0-4.0","null","run_exp/static/images/Set 6_rs/055a.jpg","null","","","","","","learn","SL",""
"","show_choice","5","46795","0.0-5.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","6","47296","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","48572","0.0-7.0","1275.4000000357628","run_exp/static/images/Set 6_rs/123a.jpg","78","","","","","","learn","SL",""
"","show_choice","8","49298","0.0-8.0","null","run_exp/static/images/Set 6_rs/123a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","49801","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","50654","0.0-10.0","851.6999999880791","run_exp/static/images/Set 6_rs/066a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","51805","0.0-11.0","null","run_exp/static/images/Set 6_rs/066a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","52309","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","53242","0.0-13.0","931","run_exp/static/images/Set 6_rs/079a.jpg","86","","","","","","learn","SL",""
"","show_choice","14","54312","0.0-14.0","null","run_exp/static/images/Set 6_rs/079a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","54813","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","56246","0.0-16.0","1431.199999988079","run_exp/static/images/Set 6_rs/067a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","56820","0.0-17.0","null","run_exp/static/images/Set 6_rs/067a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","57326","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","58046","0.0-19.0","719","run_exp/static/images/Set 6_rs/116a.jpg","86","","","","","","learn","SL",""
"","show_choice","20","59330","0.0-20.0","null","run_exp/static/images/Set 6_rs/116a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","21","59833","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","60735","0.0-22.0","900.5999999642372","run_exp/static/images/Set 6_rs/061a.jpg","78","","","","","","learn","SR",""
"","show_choice","23","61836","0.0-23.0","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","24","62340","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","62974","0.0-25.0","632.6999999880791","run_exp/static/images/Set 6_rs/112a.jpg","86","","","","","","learn","SR",""
