"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","4616","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","4623","0.0-1.0","","","","","","","","","","",""
"","welcome","2","40400","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","54","46","8","male","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","41993","0.0-3.0","1591.5","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","43910","0.0-4.0","1915.0999999940395","run_exp/static/images/Set 6_rs/010a.jpg","86","","","","","","learn","SR",""
"","show_choice","5","43996","0.0-5.0","null","run_exp/static/images/Set 6_rs/010a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","6","44502","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","46069","0.0-7.0","1564.199999988079","run_exp/static/images/Set 6_rs/112a.jpg","86","","","","","","learn","SR",""
"","show_choice","8","46506","0.0-8.0","null","run_exp/static/images/Set 6_rs/112a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","47010","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","48191","0.0-10.0","1179.0999999940395","run_exp/static/images/Set 6_rs/150a.jpg","86","","","","","","learn","SR",""
"","show_choice","11","49014","0.0-11.0","null","run_exp/static/images/Set 6_rs/150a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","12","49519","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","50591","0.0-13.0","1068.9000000059605","run_exp/static/images/Set 6_rs/061a.jpg","78","","","","","","learn","SR",""
"","show_choice","14","51524","0.0-14.0","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","15","52028","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","53048","0.0-16.0","1019","run_exp/static/images/Set 6_rs/138a.jpg","78","","","","","","learn","SL",""
"","show_choice","17","54031","0.0-17.0","null","run_exp/static/images/Set 6_rs/138a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","54532","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","55297","0.0-19.0","762.8000000119209","run_exp/static/images/Set 6_rs/060a.jpg","86","","","","","","learn","SL",""
"","show_choice","20","56537","0.0-20.0","null","run_exp/static/images/Set 6_rs/060a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","21","57038","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","57990","0.0-22.0","950.2000000178814","run_exp/static/images/Set 6_rs/071a.jpg","78","","","","","","learn","SL",""
"","show_choice","23","59040","0.0-23.0","null","run_exp/static/images/Set 6_rs/071a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","24","59542","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","60462","0.0-25.0","917.6999999880791","run_exp/static/images/Set 6_rs/074a.jpg","78","","","","","","learn","SL",""
"","show_choice","26","61545","0.0-26.0","null","run_exp/static/images/Set 6_rs/074a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","27","62047","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","62840","0.0-28.0","792.3000000119209","run_exp/static/images/Set 6_rs/108a.jpg","78","","","","","","learn","SR",""
"","show_choice","29","64049","0.0-29.0","null","run_exp/static/images/Set 6_rs/108a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","30","64550","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","65840","0.0-31.0","1289.199999988079","run_exp/static/images/Set 6_rs/126a.jpg","78","","","","","","learn","SR",""
"","show_choice","32","66552","0.0-32.0","null","run_exp/static/images/Set 6_rs/126a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","67056","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","68055","0.0-34.0","997","run_exp/static/images/Set 6_rs/191a.jpg","86","","","","","","learn","SL",""
"","show_choice","35","69061","0.0-35.0","null","run_exp/static/images/Set 6_rs/191a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","36","69562","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","70558","0.0-37.0","995.0999999940395","run_exp/static/images/Set 6_rs/008a.jpg","78","","","","","","learn","SL",""
"","show_choice","38","71564","0.0-38.0","null","run_exp/static/images/Set 6_rs/008a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","39","72065","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","72911","0.0-40.0","845.5999999940395","run_exp/static/images/Set 6_rs/186a.jpg","86","","","","","","learn","SR",""
"","show_choice","41","74066","0.0-41.0","null","run_exp/static/images/Set 6_rs/186a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","42","74567","0.0-42.0","null","<p></p>","null","","","","","","","",""
"","image","43","75470","0.0-43.0","902","run_exp/static/images/Set 6_rs/172a.jpg","78","","","","","","learn","SR",""
"","show_choice","44","76573","0.0-44.0","null","run_exp/static/images/Set 6_rs/172a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","45","77077","0.0-45.0","null","<p></p>","null","","","","","","","",""
"","image","46","78086","0.0-46.0","1007.8000000119209","run_exp/static/images/Set 6_rs/006a.jpg","86","","","","","","learn","SL",""
"","show_choice","47","79080","0.0-47.0","null","run_exp/static/images/Set 6_rs/006a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","48","79583","0.0-48.0","null","<p></p>","null","","","","","","","",""
"","image","49","80104","0.0-49.0","517.7000000178814","run_exp/static/images/Set 6_rs/116a.jpg","78","","","","","","learn","SL",""
"","show_choice","50","81591","0.0-50.0","null","run_exp/static/images/Set 6_rs/116a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","51","82095","0.0-51.0","null","<p></p>","null","","","","","","","",""
"","image","52","82772","0.0-52.0","675.8999999761581","run_exp/static/images/Set 6_rs/062a.jpg","86","","","","","","learn","SL",""
"","show_choice","53","84098","0.0-53.0","null","run_exp/static/images/Set 6_rs/062a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","54","84603","0.0-54.0","null","<p></p>","null","","","","","","","",""
"","image","55","85240","0.0-55.0","635.3000000119209","run_exp/static/images/Set 6_rs/177a.jpg","78","","","","","","learn","SR",""
"","show_choice","56","86611","0.0-56.0","null","run_exp/static/images/Set 6_rs/177a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","57","87115","0.0-57.0","null","<p></p>","null","","","","","","","",""
"","image","58","87861","0.0-58.0","743.8000000119209","run_exp/static/images/Set 6_rs/067a.jpg","86","","","","","","learn","SL",""
"","show_choice","59","89121","0.0-59.0","null","run_exp/static/images/Set 6_rs/067a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","60","89624","0.0-60.0","null","<p></p>","null","","","","","","","",""
"","image","61","90521","0.0-61.0","894.1000000238419","run_exp/static/images/Set 6_rs/181a.jpg","86","","","","","","learn","SL",""
"","show_choice","62","91628","0.0-62.0","null","run_exp/static/images/Set 6_rs/181a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","63","92131","0.0-63.0","null","<p></p>","null","","","","","","","",""
"","image","64","93009","0.0-64.0","876.5","run_exp/static/images/Set 6_rs/121a.jpg","78","","","","","","learn","SR",""
"","show_choice","65","94137","0.0-65.0","null","run_exp/static/images/Set 6_rs/121a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","66","94643","0.0-66.0","null","<p></p>","null","","","","","","","",""
"","image","67","95752","0.0-67.0","1106","run_exp/static/images/Set 6_rs/064a.jpg","86","","","","","","learn","SR",""
"","show_choice","68","96649","0.0-68.0","null","run_exp/static/images/Set 6_rs/064a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","69","97152","0.0-69.0","null","<p></p>","null","","","","","","","",""
