"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","3157","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","3165","0.0-1.0","","","","","","","","","","",""
"","welcome","2","38937","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","203","208","8","Male","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","40435","0.0-3.0","1478.5","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","42439","0.0-4.0","null","run_exp/static/images/Set 6_rs/112a.jpg","null","","","","","","learn","SR",""
"","show_choice","5","44442","0.0-5.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","6","44951","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","46579","0.0-7.0","1625.3000000715256","run_exp/static/images/Set 6_rs/144a.jpg","86","","","","","","learn","SL",""
"","show_choice","8","46957","0.0-8.0","null","run_exp/static/images/Set 6_rs/144a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","9","47465","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","49337","0.0-10.0","1868.7999999523163","run_exp/static/images/Set 6_rs/129a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","49470","0.0-11.0","null","run_exp/static/images/Set 6_rs/129a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","49977","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","51114","0.0-13.0","1134.7999999523163","run_exp/static/images/Set 6_rs/141a.jpg","86","","","","","","learn","SR",""
"","show_choice","14","51984","0.0-14.0","null","run_exp/static/images/Set 6_rs/141a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","15","52493","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","53874","0.0-16.0","1378.7999999523163","run_exp/static/images/Set 6_rs/187a.jpg","86","","","","","","learn","SR",""
"","show_choice","17","54501","0.0-17.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","18","55009","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","56376","0.0-19.0","1364.8000000715256","run_exp/static/images/Set 6_rs/057a.jpg","86","","","","","","learn","SL",""
"","show_choice","20","57020","0.0-20.0","null","run_exp/static/images/Set 6_rs/057a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","21","57522","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","58671","0.0-22.0","1147","run_exp/static/images/Set 6_rs/186a.jpg","86","","","","","","learn","SR",""
"","show_choice","23","59531","0.0-23.0","null","run_exp/static/images/Set 6_rs/186a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","24","60039","0.0-24.0","null","<p></p>","null","","","","","","","",""
