"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","3522","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","3524","0.0-1.0","","","","","","","","","","",""
"","welcome","2","39231","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","59","231","10","female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","39756","0.0-3.0","523.6000003814697","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","41761","0.0-4.0","null","run_exp/static/images/Set 6_rs/006a.jpg","null","","","","","","learn","SL",""
"","show_choice","5","43765","0.0-5.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","6","44268","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","44932","0.0-7.0","663.0999999046326","run_exp/static/images/Set 6_rs/169a.jpg","86","","","","","","learn","SR",""
"","show_choice","8","46274","0.0-8.0","null","run_exp/static/images/Set 6_rs/169a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","9","46775","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","47772","0.0-10.0","995.3999996185303","run_exp/static/images/Set 6_rs/016a.jpg","86","","","","","","learn","SL",""
"","show_choice","11","48782","0.0-11.0","null","run_exp/static/images/Set 6_rs/016a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","12","49287","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","50084","0.0-13.0","794.9000000953674","run_exp/static/images/Set 6_rs/123a.jpg","78","","","","","","learn","SL",""
"","show_choice","14","51291","0.0-14.0","null","run_exp/static/images/Set 6_rs/123a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","51793","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","52635","0.0-16.0","840.8000001907349","run_exp/static/images/Set 6_rs/187a.jpg","78","","","","","","learn","SR",""
"","show_choice","17","53795","0.0-17.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","18","54299","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","55227","0.0-19.0","927","run_exp/static/images/Set 6_rs/154a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","56304","0.0-20.0","null","run_exp/static/images/Set 6_rs/154a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","21","56806","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","57851","0.0-22.0","1044.0999999046326","run_exp/static/images/Set 6_rs/117a.jpg","86","","","","","","learn","SL",""
"","show_choice","23","58808","0.0-23.0","null","run_exp/static/images/Set 6_rs/117a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","24","59311","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","60611","0.0-25.0","1299.6999998092651","run_exp/static/images/Set 6_rs/064a.jpg","78","","","","","","learn","SR",""
"","show_choice","26","61312","0.0-26.0","null","run_exp/static/images/Set 6_rs/064a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","27","61815","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","62955","0.0-28.0","1139.5","run_exp/static/images/Set 6_rs/066a.jpg","78","","","","","","learn","SL",""
"","show_choice","29","63819","0.0-29.0","null","run_exp/static/images/Set 6_rs/066a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","30","64325","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","65899","0.0-31.0","1573.3000001907349","run_exp/static/images/Set 6_rs/045a.jpg","78","","","","","","learn","SR",""
"","show_choice","32","66331","0.0-32.0","null","run_exp/static/images/Set 6_rs/045a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","66835","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","67419","0.0-34.0","583.5","run_exp/static/images/Set 6_rs/168a.jpg","86","","","","","","learn","SL",""
"","show_choice","35","68841","0.0-35.0","null","run_exp/static/images/Set 6_rs/168a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","36","69347","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","70371","0.0-37.0","1022.8000001907349","run_exp/static/images/Set 6_rs/150a.jpg","86","","","","","","learn","SR",""
"","show_choice","38","71353","0.0-38.0","null","run_exp/static/images/Set 6_rs/150a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","39","71854","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","72435","0.0-40.0","580.2000002861023","run_exp/static/images/Set 6_rs/025a.jpg","86","","","","","","learn","SL",""
"","show_choice","41","73860","0.0-41.0","null","run_exp/static/images/Set 6_rs/025a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","42","74362","0.0-42.0","null","<p></p>","null","","","","","","","",""
"","image","43","74883","0.0-43.0","520.2000002861023","run_exp/static/images/Set 6_rs/088a.jpg","78","","","","","","learn","SR",""
"","show_choice","44","76365","0.0-44.0","null","run_exp/static/images/Set 6_rs/088a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","45","76869","0.0-45.0","null","<p></p>","null","","","","","","","",""
"","image","46","78123","0.0-46.0","1253.0999999046326","run_exp/static/images/Set 6_rs/076a.jpg","86","","","","","","learn","SR",""
"","show_choice","47","78875","0.0-47.0","null","run_exp/static/images/Set 6_rs/076a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","48","79381","0.0-48.0","null","<p></p>","null","","","","","","","",""
"","image","49","79819","0.0-49.0","437.40000009536743","run_exp/static/images/Set 6_rs/012a.jpg","78","","","","","","learn","SR",""
"","show_choice","50","81387","0.0-50.0","null","run_exp/static/images/Set 6_rs/012a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","51","81889","0.0-51.0","null","<p></p>","null","","","","","","","",""
"","image","52","82459","0.0-52.0","568.9000000953674","run_exp/static/images/Set 6_rs/063a.jpg","78","","","","","","learn","SR",""
"","show_choice","53","83896","0.0-53.0","null","run_exp/static/images/Set 6_rs/063a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","54","84400","0.0-54.0","null","<p></p>","null","","","","","","","",""
"","image","55","85123","0.0-55.0","722","run_exp/static/images/Set 6_rs/062a.jpg","86","","","","","","learn","SL",""
"","show_choice","56","86404","0.0-56.0","null","run_exp/static/images/Set 6_rs/062a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","57","86905","0.0-57.0","null","<p></p>","null","","","","","","","",""
"","image","58","87875","0.0-58.0","969","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","59","88907","0.0-59.0","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","60","89409","0.0-60.0","null","<p></p>","null","","","","","","","",""
"","image","61","90523","0.0-61.0","1113.4000000953674","run_exp/static/images/Set 6_rs/122a.jpg","86","","","","","","learn","SR",""
"","show_choice","62","91411","0.0-62.0","null","run_exp/static/images/Set 6_rs/122a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","63","91914","0.0-63.0","null","<p></p>","null","","","","","","","",""
"","image","64","92811","0.0-64.0","896.5999999046326","run_exp/static/images/Set 6_rs/141a.jpg","86","","","","","","learn","SR",""
"","show_choice","65","93918","0.0-65.0","null","run_exp/static/images/Set 6_rs/141a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","66","94419","0.0-66.0","null","<p></p>","null","","","","","","","",""
"","image","67","95315","0.0-67.0","894.9000000953674","run_exp/static/images/Set 6_rs/129a.jpg","86","","","","","","learn","SL",""
"","show_choice","68","96422","0.0-68.0","null","run_exp/static/images/Set 6_rs/129a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","69","96927","0.0-69.0","null","<p></p>","null","","","","","","","",""
"","image","70","97715","0.0-70.0","786.4000000953674","run_exp/static/images/Set 6_rs/177a.jpg","86","","","","","","learn","SR",""
"","show_choice","71","98934","0.0-71.0","null","run_exp/static/images/Set 6_rs/177a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","72","99438","0.0-72.0","null","<p></p>","null","","","","","","","",""
"","image","73","99995","0.0-73.0","555.8000001907349","run_exp/static/images/Set 6_rs/111a.jpg","78","","","","","","learn","SL",""
"","show_choice","74","101445","0.0-74.0","null","run_exp/static/images/Set 6_rs/111a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","75","101946","0.0-75.0","null","<p></p>","null","","","","","","","",""
"","image","76","103203","0.0-76.0","1256.5","run_exp/static/images/Set 6_rs/152a.jpg","86","","","","","","learn","SR",""
"","show_choice","77","103952","0.0-77.0","null","run_exp/static/images/Set 6_rs/152a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","78","104457","0.0-78.0","null","<p></p>","null","","","","","","","",""
"","image","79","105235","0.0-79.0","777.4000000953674","run_exp/static/images/Set 6_rs/089a.jpg","86","","","","","","learn","SL",""
"","show_choice","80","106459","0.0-80.0","null","run_exp/static/images/Set 6_rs/089a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","81","106964","0.0-81.0","null","<p></p>","null","","","","","","","",""
"","image","82","107851","0.0-82.0","886","run_exp/static/images/Set 6_rs/010a.jpg","86","","","","","","learn","SR",""
"","show_choice","83","108966","0.0-83.0","null","run_exp/static/images/Set 6_rs/010a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","84","109467","0.0-84.0","null","<p></p>","null","","","","","","","",""
"","image","85","110339","0.0-85.0","870.7000002861023","run_exp/static/images/Set 6_rs/019a.jpg","86","","","","","","learn","SL",""
"","show_choice","86","111471","0.0-86.0","null","run_exp/static/images/Set 6_rs/019a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","87","111976","0.0-87.0","null","<p></p>","null","","","","","","","",""
"","image","88","112731","0.0-88.0","753.4000000953674","run_exp/static/images/Set 6_rs/116a.jpg","86","","","","","","learn","SL",""
"","show_choice","89","113983","0.0-89.0","null","run_exp/static/images/Set 6_rs/116a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","90","114484","0.0-90.0","null","<p></p>","null","","","","","","","",""
"","image","91","115339","0.0-91.0","853.5999999046326","run_exp/static/images/Set 6_rs/071a.jpg","86","","","","","","learn","SL",""
"","show_choice","92","116490","0.0-92.0","null","run_exp/static/images/Set 6_rs/071a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","93","116995","0.0-93.0","null","<p></p>","null","","","","","","","",""
