"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","1881","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","1886","0.0-1.0","","","","","","","","","","",""
"","welcome","2","37562","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","0","0","8","female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","43219","0.0-3.0","5654.725000000326","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","45225","0.0-4.0","null","run_exp/static/images/Set 6_rs/085a.jpg","null","","","","","","learn","SL",""
"","show_choice","5","48153","0.0-5.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","6","49501","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","52198","0.0-7.0","null","run_exp/static/images/Set 6_rs/187a.jpg","null","","","","","","learn","SR",""
"","show_choice","8","56474","0.0-8.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","9","57151","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","61014","0.0-10.0","null","run_exp/static/images/Set 6_rs/141a.jpg","null","","","","","","learn","SR",""
"","show_choice","11","63056","0.0-11.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","12","64547","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","67055","0.0-13.0","null","run_exp/static/images/Set 6_rs/061a.jpg","null","","","","","","learn","SR",""
"","show_choice","14","70055","0.0-14.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","15","71055","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","75551","0.0-16.0","null","run_exp/static/images/Set 6_rs/126a.jpg","null","","","","","","learn","SR",""
"","show_choice","17","78450","0.0-17.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","18","79055","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","83551","0.0-19.0","null","run_exp/static/images/Set 6_rs/063a.jpg","null","","","","","","learn","SR",""
"","show_choice","20","87302","0.0-20.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","21","88426","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","92351","0.0-22.0","null","run_exp/static/images/Set 6_rs/181a.jpg","null","","","","","","learn","SL",""
"","show_choice","23","96373","0.0-23.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","24","97388","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","100055","0.0-25.0","null","run_exp/static/images/Set 6_rs/169a.jpg","null","","","","","","learn","SR",""
"","show_choice","26","104553","0.0-26.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
