"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","phase","condition","lure_bin"
"true","fullscreen","0","3094","0.0-0.0","","","","","","","","","","",""
"","pavlovia","1","3100","0.0-1.0","","","","","","","","","","",""
"","welcome","2","38807","0.0-2.0","null","run_exp/static/audio/clip_1_welcome.m4a","null","129","147","9","Female","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p></div>","","",""
"","html-keyboard-response","3","45000","0.0-3.0","6182.5","<div class='center'><p>This is your last game of the experiment! First, you'll be shown pictures of items one at a time. For each picture, you have to decide if the item is typically found indoors or outdoors.</p><p>If you think it's usually found indoors, then press <b>v</b> key on your keyboard. If you think it's usually found outdoors, then press the <b>n</b> key.There will be reminders on the screen to help you remember which keys to press. </p><p>If you're not sure whether the item is an indoor item or outdoor item, go ahead and take a guess but try your best not to skip that choice. </p><div><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","",""
"","image","4","47008","0.0-4.0","null","run_exp/static/images/Set 6_rs/117a.jpg","null","","","","","","learn","SL",""
"","show_choice","5","49012","0.0-5.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SL",""
"","html-keyboard-response","6","49514","0.0-6.0","null","<p></p>","null","","","","","","","",""
"","image","7","51520","0.0-7.0","null","run_exp/static/images/Set 6_rs/132a.jpg","null","","","","","","learn","SR",""
"","show_choice","8","53525","0.0-8.0","null","run_exp/static/images/blank.png","null","","","","","","learn","SR",""
"","html-keyboard-response","9","54031","0.0-9.0","null","<p></p>","null","","","","","","","",""
"","image","10","55644","0.0-10.0","1611.2000000029802","run_exp/static/images/Set 6_rs/023a.jpg","86","","","","","","learn","SR",""
"","show_choice","11","56034","0.0-11.0","null","run_exp/static/images/Set 6_rs/023a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","12","56539","0.0-12.0","null","<p></p>","null","","","","","","","",""
"","image","13","57912","0.0-13.0","1370.2000000029802","run_exp/static/images/Set 6_rs/008a.jpg","86","","","","","","learn","SL",""
"","show_choice","14","58543","0.0-14.0","null","run_exp/static/images/Set 6_rs/008a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","15","59049","0.0-15.0","null","<p></p>","null","","","","","","","",""
"","image","16","60489","0.0-16.0","1438.3999999910593","run_exp/static/images/Set 6_rs/167a.jpg","86","","","","","","learn","SL",""
"","show_choice","17","61056","0.0-17.0","null","run_exp/static/images/Set 6_rs/167a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","18","61557","0.0-18.0","null","<p></p>","null","","","","","","","",""
"","image","19","63536","0.0-19.0","1976.2999999970198","run_exp/static/images/Set 6_rs/045a.jpg","86","","","","","","learn","SR",""
"","show_choice","20","63560","0.0-20.0","null","run_exp/static/images/Set 6_rs/045a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","21","64065","0.0-21.0","null","<p></p>","null","","","","","","","",""
"","image","22","65425","0.0-22.0","1357.7000000029802","run_exp/static/images/Set 6_rs/134a.jpg","86","","","","","","learn","SR",""
"","show_choice","23","66072","0.0-23.0","null","run_exp/static/images/Set 6_rs/134a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","24","66578","0.0-24.0","null","<p></p>","null","","","","","","","",""
"","image","25","68249","0.0-25.0","1669.0999999940395","run_exp/static/images/Set 6_rs/154a.jpg","78","","","","","","learn","SR",""
"","show_choice","26","68581","0.0-26.0","null","run_exp/static/images/Set 6_rs/154a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","27","69085","0.0-27.0","null","<p></p>","null","","","","","","","",""
"","image","28","70450","0.0-28.0","1363.5999999940395","run_exp/static/images/Set 6_rs/074a.jpg","78","","","","","","learn","SL",""
"","show_choice","29","71090","0.0-29.0","null","run_exp/static/images/Set 6_rs/074a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","30","71592","0.0-30.0","null","<p></p>","null","","","","","","","",""
"","image","31","72520","0.0-31.0","927","run_exp/static/images/Set 6_rs/166a.jpg","86","","","","","","learn","SR",""
"","show_choice","32","73596","0.0-32.0","null","run_exp/static/images/Set 6_rs/166a.jpg","null","","","","","","learn","SR",""
"","html-keyboard-response","33","74102","0.0-33.0","null","<p></p>","null","","","","","","","",""
"","image","34","75099","0.0-34.0","995","run_exp/static/images/Set 6_rs/036a.jpg","86","","","","","","learn","SL",""
"","show_choice","35","76109","0.0-35.0","null","run_exp/static/images/Set 6_rs/036a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","36","76615","0.0-36.0","null","<p></p>","null","","","","","","","",""
"","image","37","78109","0.0-37.0","1493.0999999940395","run_exp/static/images/Set 6_rs/123a.jpg","86","","","","","","learn","SL",""
"","show_choice","38","78618","0.0-38.0","null","run_exp/static/images/Set 6_rs/123a.jpg","null","","","","","","learn","SL",""
"","html-keyboard-response","39","79119","0.0-39.0","null","<p></p>","null","","","","","","","",""
"","image","40","80426","0.0-40.0","1305.5999999940395","run_exp/static/images/Set 6_rs/131a.jpg","86","","","","","","learn","SR",""
"","show_choice","41","81125","0.0-41.0","null","run_exp/static/images/Set 6_rs/131a.jpg","null","","","","","","learn","SR",""
