success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,subject_id,participant_id,age,gender,prompt,phase,condition,lure_bin
,image,34,71446,0.0-34.0,661.6999998,run_exp/static/images/Set 6_rs/177a.jpg,78,,,,,,learn,SR,
,show_choice,35,72786,0.0-35.0,null,run_exp/static/images/Set 6_rs/177a.jpg,null,,,,,,learn,SR,
,html-keyboard-response,36,73290,0.0-36.0,null,<p></p>,null,,,,,,,,
,image,37,74022,0.0-37.0,731,run_exp/static/images/Set 6_rs/172a.jpg,86,,,,,,learn,SR,
,show_choice,38,75297,0.0-38.0,null,run_exp/static/images/Set 6_rs/172a.jpg,null,,,,,,learn,SR,
,html-keyboard-response,39,75798,0.0-39.0,null,<p></p>,null,,,,,,,,
,image,40,76830,0.0-40.0,1031.4,run_exp/static/images/Set 6_rs/144a.jpg,78,,,,,,learn,SL,
,show_choice,41,77804,0.0-41.0,null,run_exp/static/images/Set 6_rs/144a.jpg,null,,,,,,learn,SL,
,html-keyboard-response,42,78306,0.0-42.0,null,<p></p>,null,,,,,,,,
,image,43,79150,0.0-43.0,843.0999994,run_exp/static/images/Set 6_rs/129a.jpg,78,,,,,,learn,SL,
,show_choice,44,80313,0.0-44.0,null,run_exp/static/images/Set 6_rs/129a.jpg,null,,,,,,learn,SL,
,html-keyboard-response,45,80818,0.0-45.0,null,<p></p>,null,,,,,,,,
,image,46,81518,0.0-46.0,699.4000006,run_exp/static/images/Set 6_rs/025a.jpg,78,,,,,,learn,SL,
,show_choice,47,82822,0.0-47.0,null,run_exp/static/images/Set 6_rs/025a.jpg,null,,,,,,learn,SL,
,html-keyboard-response,48,83326,0.0-48.0,null,<p></p>,null,,,,,,,,
,image,49,84086,0.0-49.0,759.8999996,run_exp/static/images/Set 6_rs/187a.jpg,78,,,,,,learn,SR,
,show_choice,50,85328,0.0-50.0,null,run_exp/static/images/Set 6_rs/187a.jpg,null,,,,,,learn,SR,
,html-keyboard-response,51,85831,0.0-51.0,null,<p></p>,null,,,,,,,,
,image,52,86503,0.0-52.0,670.3999996,run_exp/static/images/Set 6_rs/071a.jpg,78,,,,,,learn,SL,
,show_choice,53,87833,0.0-53.0,null,run_exp/static/images/Set 6_rs/071a.jpg,null,,,,,,learn,SL,
