"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"true","fullscreen","0","4584","0.0-0.0","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","4597","0.0-1.0","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","21679","0.0-2.0","17077.099999904633","<div class='center'><p>Welcome! This is the second day of the experiment. This part will last ~30 minutes. </p><br><p>Just as a reminder, you are the head captain of a pirate ship traveling around the world to different places. </p><p>Today,you’ve arrived at the final destination of your journey!</p><p> Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the places you visited yesterday.</p><p>You’ll still be deciding which pirates you want to rob ships. Because of the fog, however, you won't be able to see which ship your chosen pirate is robbing. </p><p><b>[Press the space bar to go over the instructions]</b></p></div>","32","61088472610a6fdd9b54fb9d","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","29295","0.0-3.0","7613.700000047684","<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","176589","0.0-4.0","147287.60000014305","<div class='center'><p>Unlike yesterday, sometimes you’ll be asked if you’ve seen a ship before (see the example below). You will use the 5, 6, 7, 8 buttons on your keyboard to respond. </p><p> If you definitely did not see the ship, pick the the big red thumbs down by pressing <b>5</b>.</p><p> If you don’t think you saw it but aren’t sure, then pick the small red thumbs down by pressing <b>6</b>.</p><p> If you think you might have seen it, then pick the small green thumbs up by pressing <b>7</b>.</p><p> If you definitely did see this ship before, then pick the big thumb green thumbs up by pressing <b>8</b>.</p><p> If you recall it correctly, then you’ll get a gold coin!</p><p><b>[Press the space bar to the experiment]</b></p><p><img src='run_exp/static/images/example_recog_trial.png' height='500'></p></div>","32","","","","","","","","","","","","","","","","",""
"","do_welcome","5","178127","0.0-5.0-0.0","null","","","","null","","","","","","","","","","","","","","",""
"","do_trial","6","182626","0.0-6.0-0.0","1897.5999999046326","","","","49","1,0,1","6","blank","240","null","0.30066496054959385","0.13314235280108272","1","1","","","","","",""
"","do_recog","7","188672","0.0-7.0-0.0","null","","","","null","","","","241","probe-05","","","","","1","[object Object]","204","5","0",""
"","do_trial","8","192754","0.0-8.0-0.0","1510.1000001430511","","","","51","0,0,1","6","blank","242","null","0.29096449117593504","0.08781156886424828","0.8731467478059678","1","","","","","",""
"","do_recog","9","198785","0.0-9.0-0.0","null","","","","null","","","","243","probe-254","","","","","0","[object Object]","null","null","0",""
"","do_trial","10","203956","0.0-10.0-0.0","2547.7000000476837","","","","50","0,0,1","6","blank","244","null","0.28115242681655656","0.05656919868579931","0.7736190949259918","0","","","","","",""
"","do_recog","11","206671","0.0-11.0-0.0","1190.6999998092651","","","","56","","","","245","probe-258","","","","","0","[object Object]","null","null","0",""
"","do_trial","12","210266","0.0-12.0-0.0","1024.5","","","","49","0,0,1","6","blank","246","null","0.46148556110961636","0.14031254967052215","0.7743941951475223","0","","","","","",""
"","do_trial","13","213952","0.0-13.0-0.0","1106.0999999046326","","","","51","1,0,1","6","blank","247","null","0.47474169002403566","0.27660217229206696","0.8111912663685813","1","","","","","",""
"","do_trial","14","217901","0.0-14.0-0.0","1368.4000000953674","","","","51","0,0,1","6","blank","248","null","0.5765541159242725","0.1588658065754389","0.7586269092396077","1","","","","","",""
"","do_recog","15","220790","0.0-15.0-0.0","1364","","","","54","","","","249","probe-131","","","","","1","[object Object]","200","5","0",""
"","do_trial","16","223939","0.0-16.0-0.0","504","","","","49","0,0,1","6","blank","250","null","0.5189078414598091","0.06362867800385794","0.7267811035848125","0","","","","","",""
"","do_recog","17","229957","0.0-17.0-0.0","null","","","","null","","","","251","probe-215","","","","","1","[object Object]","128","3","0",""
"","do_trial","18","233810","0.0-18.0-0.0","1290.9000000953674","","","","51","0,1,1","6","blank","252","null","0.5302162320819237","0.12905197931794188","0.7882219050865197","1","","","","","",""
"","do_recog","19","236661","0.0-19.0-0.0","1320.5999999046326","","","","53","","","","253","probe-178","","","","","1","[object Object]","82","2","0",""
"","do_trial","20","240934","0.0-20.0-0.0","1701.9000000953674","","","","51","1,0,1","6","blank","254","null","0.5447009681213176","0.0800011668391507","0.7959875317925739","1","","","","","",""
"","do_recog","21","243743","0.0-21.0-0.0","1281","","","","56","","","","255","probe-149","","","","","1","[object Object]","84","2","1",""
"","do_trial","22","247490","0.0-22.0-0.0","1163.2999999523163","","","","50","0,0,1","6","blank","256","null","0.5071198310415924","0.09430635615544926","0.8760462594727781","0","","","","","",""
"","do_trial","23","250978","0.0-23.0-0.0","924.9000000953674","","","","49","0,0,0","6","blank","257","null","0.6830785616942318","0.24298247448994942","0.5195708530901131","0","","","","","",""
"","do_trial","24","253904","0.0-24.0-0.0","338.5","","","","51","0,1,0","6","blank","258","null","0.5854062690064639","0.3097575838087157","0.23022242575420804","0","","","","","",""
"","do_trial","25","256856","0.0-25.0-0.0","344.90000009536743","","","","51","0,0,0","6","blank","259","null","0.7014998202916866","0.338134667294949","0.1198237874937508","0","","","","","",""
"","do_trial","26","259837","0.0-26.0-0.0","400.09999990463257","","","","51","1,0,0","6","blank","260","null","0.7829292508639901","0.39731672709182764","0.10949024596527532","0","","","","","",""
"","do_trial","27","262558","0.0-27.0-0.0","116","","","","50","0,1,0","6","blank","261","null","0.7215337569859793","0.432000798851888","0.09151328129600263","1","","","","","",""
"","do_recog","28","265138","0.0-28.0-0.0","1054","","","","56","","","","262","probe-33","","","","","1","[object Object]","47","1","1",""
"","do_trial","29","268307","0.0-29.0-0.0","592.2000000476837","","","","51","1,1,0","6","blank","263","null","0.7969082322498332","0.4655151374970344","0.19023254044065646","0","","","","","",""
"","do_trial","30","271407","0.0-30.0-0.0","519.5","","","","49","1,1,0","6","blank","264","null","0.9056792267924254","0.4306913952608769","0.29183258542639595","1","","","","","",""
"","do_trial","31","275236","0.0-31.0-0.0","1259.2000000476837","","","","50","1,1,0","6","blank","265","null","0.8782015472817717","0.42494040319577","0.21405385389425888","1","","","","","",""
"","do_trial","32","278511","0.0-32.0-0.0","708.7000000476837","","","","50","1,0,0","6","blank","266","null","0.7746392685920587","0.3791260080142345","0.06827716034273999","0","","","","","",""
"","do_recog","33","281141","0.0-33.0-0.0","1107.2999999523163","","","","56","","","","267","probe-240","","","","","1","[object Object]","203","5","1",""
"","do_trial","34","285268","0.0-34.0-0.0","1546.3999998569489","","","","51","1,0,0","6","blank","268","null","0.7946967107743241","0.423129414472843","0.15699246270743256","0","","","","","",""
"","do_trial","35","288547","0.0-35.0-0.0","701.4000000953674","","","","49","1,0,0","6","blank","269","null","0.752722526781763","0.4180521967601438","0.16288197149381398","1","","","","","",""
"","do_trial","36","291706","0.0-36.0-0.0","593.3000001907349","","","","49","0,0,0","6","blank","270","null","0.8109296507714256","0.4417304528198356","0.158785672203705","0","","","","","",""
"","do_trial","37","294569","0.0-37.0-0.0","291.40000009536743","","","","50","1,0,0","6","blank","271","null","0.7777742476818347","0.42490624642395647","0.07800639510332515","0","","","","","",""
"","do_trial","38","297361","0.0-38.0-0.0","209.79999995231628","","","","50","1,0,1","6","blank","272","null","0.7442871531600995","0.45958687743656584","0.1081993379278957","0","","","","","",""
"","do_recog","39","300135","0.0-39.0-0.0","1265.7000000476837","","","","56","","","","273","probe-147","","","","","1","[object Object]","126","3","1",""
"","do_trial","40","306211","0.0-40.0-0.0","null","","","","null","1,0,0","6","blank","274","null","0.8014177648950104","0.326842152050054","0.16993977398964227","","","","","","",""
"","do_recog","41","309580","0.0-41.0-0.0","1855.2000000476837","","","","56","","","","275","probe-12","","","","","1","[object Object]","201","5","1",""
"","do_trial","42","312741","0.0-42.0-0.0","598.5","","","","50","1,0,0","6","blank","276","null","0.8310960331435924","0.28775121541793147","0.19055928159539876","0","","","","","",""
"","do_recog","43","315050","0.0-43.0-0.0","789.7000000476837","","","","56","","","","277","probe-74","","","","","1","[object Object]","81","2","1",""
"","do_trial","44","318190","0.0-44.0-0.0","566.4000000953674","","","","49","0,1,0","6","blank","278","null","0.7531939627273162","0.4119303697520156","0.05827805342638799","0","","","","","",""
"","do_recog","45","320180","0.0-45.0-0.0","468","","","","55","","","","279","probe-64","","","","","1","[object Object]","46","1","1",""
"","do_trial","46","323578","0.0-46.0-0.0","818.2999999523163","","","","50","1,0,0","6","blank","280","null","0.7736563077229177","0.613964950752928","0.06268961582446952","0","","","","","",""
"","do_recog","47","326015","0.0-47.0-0.0","916.7999999523163","","","","56","","","","281","probe-252","","","","","0","[object Object]","null","null","0",""
"","do_trial","48","329088","0.0-48.0-0.0","431.5","","","","51","1,1,0","6","blank","282","null","0.6724972874305685","0.5639253096905139","0.0587379629371622","0","","","","","",""
"","do_recog","49","331415","0.0-49.0-0.0","802.5","","","","56","","","","283","probe-179","","","","","1","[object Object]","123","3","1",""
"","do_trial","50","334704","0.0-50.0-0.0","669.8999998569489","","","","49","0,1,0","6","blank","284","null","0.7714825361119312","0.6267131728125007","0.0937235407226385","0","","","","","",""
"","do_recog","51","336798","0.0-51.0-0.0","571.8999998569489","","","","55","","","","285","probe-154","","","","","1","[object Object]","207","5","1",""
"","do_trial","52","340178","0.0-52.0-0.0","788.3999998569489","","","","51","1,1,0","6","blank","286","null","1","0.6009773758446143","0.05527905046488913","0","","","","","",""
"","do_recog","53","342511","0.0-53.0-0.0","817.2000000476837","","","","56","","","","287","probe-139","","","","","1","[object Object]","85","2","1",""
"","do_trial","54","346023","0.0-54.0-0.0","895.7000000476837","","","","50","1,0,0","6","blank","288","null","0.9045089692679337","0.4039632113383899","0.08324645254771941","0","","","","","",""
"","do_recog","55","348636","0.0-55.0-0.0","1099.7000000476837","","","","56","","","","289","probe-70","","","","","1","[object Object]","88","2","1",""
"","do_trial","56","354159","0.0-56.0-0.0","2955.5","","","","49","0,1,0","6","blank","290","null","0.6940735556036658","0.5050217941486738","0.21304880294792625","0","","","","","",""
"","do_recog","57","356428","0.0-57.0-0.0","746","","","","53","","","","291","probe-216","","","","","1","[object Object]","161","4","0",""
"","do_trial","58","360109","0.0-58.0-0.0","1111.4000000953674","","","","50","1,0,0","6","blank","292","null","0.7517062124291125","0.5270097746561906","0.053609691523509966","0","","","","","",""
"","do_trial","59","363026","0.0-59.0-0.0","354.09999990463257","","","","51","1,0,0","6","blank","293","null","0.6610043542598446","0.25872831970005883","0.1088363110831162","0","","","","","",""
"","do_trial","60","366201","0.0-60.0-0.0","606.6000001430511","","","","51","1,1,0","6","blank","294","null","0.7616947119062141","0.34379228438760573","0.24528226287709778","0","","","","","",""
"","do_trial","61","370913","0.0-61.0-0.0","2144.300000190735","","","","49","1,0,1","6","blank","295","null","0.7739298580192986","0.3265939192747009","0.1259942538193943","1","","","","","",""
"","do_trial","62","376987","0.0-62.0-0.0","null","","","","null","0,1,0","6","blank","296","null","0.7794801506132174","0.318186462366228","0.08428883316921476","","","","","","",""
"","do_recog","63","379299","0.0-63.0-0.0","802.5","","","","56","","","","297","probe-176","","","","","1","[object Object]","122","3","1",""
"","do_trial","64","382541","0.0-64.0-0.0","666.8999998569489","","","","49","0,1,0","6","blank","298","null","0.7683499238805968","0.37038761959246563","0.07267980700205123","0","","","","","",""
"","do_trial","65","385914","0.0-65.0-0.0","805.2000000476837","","","","50","0,0,0","6","blank","299","null","0.7327254172169638","0.24060750559026","0.08031399033548775","0","","","","","",""
"","do_trial","66","388795","0.0-66.0-0.0","307.10000014305115","","","","51","0,0,1","6","blank","300","null","0.8153774342972363","0.36488439088697744","0.05006906913846475","1","","","","","",""
"","do_trial","67","393227","0.0-67.0-0.0","1867.7000000476837","","","","50","1,1,0","6","blank","301","null","0.77355552842125","0.22847664262258058","0.19911971800053344","1","","","","","",""
"","do_recog","68","395699","0.0-68.0-0.0","961.2000000476837","","","","56","","","","302","probe-77","","","","","1","[object Object]","87","2","1",""
"","do_trial","69","398814","0.0-69.0-0.0","553.0999999046326","","","","49","0,1,1","6","blank","303","null","0.5159006269067282","0.3460735272958586","0.5074737591432482","0","","","","","",""
"","do_trial","70","401828","0.0-70.0-0.0","445.2999999523163","","","","51","0,0,1","6","blank","304","null","0.35380775744912507","0.3525311818641506","0.6537226853699662","1","","","","","",""
"","do_trial","71","405915","0.0-71.0-0.0","1509.9000000953674","","","","51","1,0,1","6","blank","305","null","0.2546574110595904","0.4412687758302113","0.5775814192935933","1","","","","","",""
"","do_trial","72","409113","0.0-72.0-0.0","621","","","","51","0,1,1","6","blank","306","null","0.12015005412521738","0.4217807651101929","0.5277580114110594","1","","","","","",""
