"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"true","fullscreen","0","2930","0.0-0.0","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","2933","0.0-1.0","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","4854","0.0-2.0","1921","<div class='center'><p>Welcome! This is the second day of the experiment. This part will last ~30 minutes. </p><br><p>Just as a reminder, you are the head captain of a pirate ship traveling around the world to different places. </p><p>Today,you’ve arrived at the final destination of your journey!</p><p> Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the places you visited yesterday.</p><p>You’ll still be deciding which pirates you want to rob ships. Because of the fog, however, you won't be able to see which ship your chosen pirate is robbing. </p><p><b>[Press the space bar to go over the instructions]</b></p></div>","32","614812b9deae8447b320aa93","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","6262","0.0-3.0","1407.3999999761581","<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","11258","0.0-4.0","4995","<div class='center'><p>Unlike yesterday, sometimes you’ll be asked if you’ve seen a ship before (see the example below). You will use the 5, 6, 7, 8 buttons on your keyboard to respond. </p><p> If you definitely did not see the ship, pick the the big red thumbs down by pressing <b>5</b>.</p><p> If you don’t think you saw it but aren’t sure, then pick the small red thumbs down by pressing <b>6</b>.</p><p> If you think you might have seen it, then pick the small green thumbs up by pressing <b>7</b>.</p><p> If you definitely did see this ship before, then pick the big thumb green thumbs up by pressing <b>8</b>.</p><p> If you recall it correctly, then you’ll get a gold coin!</p><p><b>[Press the space bar to the experiment]</b></p><p><img src='run_exp/static/images/example_recog_trial.png' height='500'></p></div>","32","","","","","","","","","","","","","","","","",""
"","do_welcome","5","12768","0.0-5.0-0.0","null","","","","null","","","","","","","","","","","","","","",""
"","do_trial","6","17625","0.0-6.0-0.0","2308.5999999046326","","","","49","1,1,0","6","blank","240","null","1","0.39992532921934015","0.1731141208310254","1","","","","","",""
"","do_trial","7","20633","0.0-7.0-0.0","458.39999997615814","","","","49","1,0,0","6","blank","241","null","0.9479457683971768","0.22893859637462882","0.06573908374536674","1","","","","","",""
"","do_trial","8","23545","0.0-8.0-0.0","364.2000000476837","","","","49","1,1,0","6","blank","242","null","0.8699399959178482","0.40932303363483696","0.1401613988723922","1","","","","","",""
"","do_recog","9","29551","0.0-9.0-0.0","null","","","","null","","","","243","probe-182","","","","","1","[object Object]","168","4","0",""
"","do_trial","10","33077","0.0-10.0-0.0","977.3999999761581","","","","49","0,1,0","6","blank","244","null","0.8591340759487784","0.5728289313541616","0.09819215070495198","0","","","","","",""
"","do_recog","11","37408","0.0-11.0-0.0","2821.2000000476837","","","","53","","","","245","probe-150","","","","","1","[object Object]","85","2","0",""
"","do_trial","12","40841","0.0-12.0-0.0","890","","","","50","1,0,0","6","blank","246","null","0.8022476593658483","0.3751841431417289","0.08756456777878728","0","","","","","",""
"","do_recog","13","45130","0.0-13.0-0.0","2780.600000023842","","","","54","","","","247","probe-135","","","","","1","[object Object]","203","5","0",""
"","do_trial","14","49724","0.0-14.0-0.0","2055.1999999284744","","","","51","1,0,0","6","blank","248","null","0.8652126078318777","0.4637312416655881","0.11583545163419434","0","","","","","",""
"","do_trial","15","53262","0.0-15.0-0.0","990.2999999523163","","","","51","1,0,1","6","blank","249","null","0.7538091845639039","0.45802803154314886","0.28164148506672165","1","","","","","",""
"","do_recog","16","56554","0.0-16.0-0.0","1782.7000000476837","","","","56","","","","250","probe-04","","","","","1","[object Object]","169","4","1",""
"","do_trial","17","59812","0.0-17.0-0.0","710.1000000238419","","","","51","0,0,0","6","blank","251","null","0.7174139334534292","0.4592560545568647","0.05639720773506141","0","","","","","",""
"","do_recog","18","62207","0.0-18.0-0.0","889.2000000476837","","","","56","","","","252","probe-42","","","","","1","[object Object]","48","1","1",""
"","do_trial","19","65157","0.0-19.0-0.0","404.10000002384186","","","","50","1,0,0","6","blank","253","null","0.6997429950915331","0.38295182757419965","0.1364437686219378","0","","","","","",""
"","do_trial","20","68358","0.0-20.0-0.0","656.1999999284744","","","","50","1,0,0","6","blank","254","null","0.7521575187419397","0.34623703962202945","0.08156652495783889","0","","","","","",""
"","do_trial","21","71515","0.0-21.0-0.0","610.5","","","","49","1,1,0","6","blank","255","null","0.7288659780592213","0.3998468382990009","0.27522714910744916","1","","","","","",""
