"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"","do_trial","169","596494","0.0-169.0-0.0","282.7900000847876","","","49","0,0,1","6","blank","403","null","0.6679886794923181","0.735406126251278","0.18761423521934933","0","","","","","",""
"","do_trial","170","599560","0.0-170.0-0.0","518.8249999191612","","","50","0,1,0","6","blank","404","null","0.47445510919271067","0.6954646298361115","0.17367477911633863","1","","","","","",""
"","do_trial","171","602461","0.0-171.0-0.0","350.73500010184944","","","50","1,1,0","6","blank","405","null","0.4906096817514261","0.7954586007406336","0.19306585471072257","1","","","","","",""
"","do_recog","172","604996","0.0-172.0-0.0","1024.7550001367927","","","55","","","","406","probe-257","","","","","0","[object Object]","null","null","0",""
"","do_trial","173","607851","0.0-173.0-0.0","304.6549998689443","","","50","1,1,0","6","blank","407","null","0.48346516374370896","0.7902733242095105","0.29641024239429326","1","","","","","",""
"","do_recog","174","610061","0.0-174.0-0.0","703.8349998183548","","","55","","","","408","probe-243","","","","","0","[object Object]","null","null","0",""
"","do_trial","175","613181","0.0-175.0-0.0","568.0700000375509","","","49","0,0,1","6","blank","409","null","0.3238837907266741","0.7667278452529968","0.1702947011167843","0","","","","","",""
"","do_recog","176","616193","0.0-176.0-0.0","1504.0450000669807","","","53","","","","410","probe-252","","","","","0","[object Object]","null","null","1",""
"","do_trial","177","619447","0.0-177.0-0.0","704.1350000072271","","","49","1,1,1","6","blank","411","null","0.4058664135378395","0.7971417276778867","0.16026924960987196","1","","","","","",""
"","do_trial","178","622480","0.0-178.0-0.0","480.2149999886751","","","49","0,1,1","6","blank","412","null","0.533405071198186","0.6346193364827385","0.14866848265170268","0","","","","","",""
"","do_recog","179","625265","0.0-179.0-0.0","1273.0150001589209","","","54","","","","413","probe-247","","","","","0","[object Object]","null","null","1",""
"","do_trial","180","628317","0.0-180.0-0.0","504.17499989271164","","","51","0,1,0","6","blank","414","null","0.4648827786343616","0.6449993907492122","0.13439429315440607","0","","","","","",""
"","do_recog","181","631088","0.0-181.0-0.0","1258.0600001383573","","","56","","","","415","probe-251","","","","","0","[object Object]","null","null","0",""
"","do_trial","182","634113","0.0-182.0-0.0","473.31000003032386","","","50","0,1,0","6","blank","416","null","0.43855477795253955","0.7331753023775021","0.1801743499747339","1","","","","","",""
"","do_recog","183","637449","0.0-183.0-0.0","1823.710000142455","","","54","","","","417","probe-258","","","","","0","[object Object]","null","null","1",""
"","do_trial","184","640304","0.0-184.0-0.0","304.77500008419156","","","50","0,0,0","6","blank","418","null","0.39534500822934815","0.6625342388866057","0.10642547736900144","0","","","","","",""
"","do_recog","185","643770","0.0-185.0-0.0","1953.48499994725","","","54","","","","419","probe-241","","","","","0","[object Object]","null","null","1",""
"","do_pick_best_pirate","186","645403","0.0-186.0-0.0","620.7350001204759","","","49","","","","","","","","","","","","","","",""
"","do_pick_best_pirate","187","647986","0.0-187.0-0.0","1570.985000114888","","","51","","","","","","","","","","","","","","",""
"","do_pick_best_pirate","188","650123","0.0-188.0-0.0","1126.600000075996","","","50","","","","","","","","","","","","","","",""
"","do_pick_best_pirate","189","652237","0.0-189.0-0.0","1103.6499999463558","","","50","","","","","","","","","","","","","","",""
"","do_pick_best_pirate","190","654187","0.0-190.0-0.0","939.310000045225","","","51","","","","","","","","","","","","","","",""
"","do_pick_best_pirate","191","656313","0.0-191.0-0.0","1118.0449998937547","","","50","","","","","","","","","","","","","","",""
"","html-keyboard-response","192","662880","0.0-192.0-0.0","6564.95500006713","<div class='center'>You are all done with both parts of the experiment! You made $15 plus $3 in bonus payment!! Thank you for participating. You will recieve your payment within 3 days<p><b>[Press the space bar to end the experiment]</b></p></div>","32","","","","","","","","","","","","","","","",""
"","pavlovia","193","662895","0.0-192.0-1.0","","","","","","","","","","","","","","","","","","",""
