success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,subject_id,key_press,response,choice_outcomes,context_n,context_img_id,trial_n,probe_img_id,pR_red,pR_white,pR_black,outcome,is_valid,image_to_show,probed_trial,probed_context,correct,context_id
TRUE,fullscreen,0,8981,0.0-0.0,,,,,,,,,,,,,,,,,,,,
,pavlovia,1,8988,0.0-1.0,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,2,25483,0.0-2.0,16492.5,"<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>",5e77b301a4d61d32c335e5bf,32,,,,,,,,,,,,,,,,
,html-keyboard-response,3,38209,0.0-3.0,12724.9,"<div class='center'><p>You’ve arrived at the final island of your journey! Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the previous islands you've visited.</p><p>You’ll still be deciding which pirate you want to rob a ship like before. However, because of the fog, you also won’t be able to see the ship.</p><p>This means you do not have to remember the ships you rob on this island.</p><p><b>[Press the space bar to continue]</b></p></div>",,32,,,,,,,,,,,,,,,,
,html-keyboard-response,4,49077,0.0-4.0,10864.9,"<div class='center'><p> Sometimes you’ll be shown a ship, and you will be asked if you saw this ship on a past island.</p><p> Here is an example of what you will see.</p><p><b>[Press the space bar to continue]</b></p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>",,32,,,,,,,,,,,,,,,,
,html-keyboard-response,5,77549,0.0-5.0,28470.8,"<div class='center'><p> You will press the 5, 6, 7, 8 buttons on your keyboard to respond.</p><p>If you are very sure saw the ship, press <b>5</b> on your keyboard.</p><p> If you think you  saw it before but are not sure, then press <b>6</b>.</p><p> If you think you have not seen it before but are not sure, then press <b>7</b>.</p><p> If you are sure you did not see the ship before, then press <b>8</b>.</p><p><b>[Press the space bar to continue]</b></p><p><img src='run_exp/static/images/tutorial/example_recog_trial.png' height='500'></p></div>",,32,,,,,,,,,,,,,,,,
,html-keyboard-response,6,87539,0.0-6.0,9987.2,"<div class='center'><p> If you remember correctly, then you’ll get a gold coin like this: </p><p><img src='run_exp/static/images/tutorial/reward_small.png' height='200'></p><p>If you do not remember correctly, then you'll see a red x like this: </p><p><img src='run_exp/static/images/tutorial/reward_no.png' height='200'></p><p>Importantly, when you are shown a ship, take the time to remind yourself which island you saw it on. This will help you in the next part of the study.</p><p><b>[Press the space bar to continue]</b></p></div>",,32,,,,,,,,,,,,,,,,
,html-keyboard-response,7,96819,0.0-7.0,9278.2,"<div class='center'><p>Let's go over the important points again. Your job is to: </p><p>1. Pick the pirate who is best at robbing ships and will bring you back gold coins. </p><p>2. Correctly remember whether or not you saw a ship before. If you did see the ship before, remind yourself on which island you saw the ship. </p><p><b>[Press the space bar to begin the next part of the study]</b></p></div>",,32,,,,,,,,,,,,,,,,
,do_welcome,8,98339,0.0-8.0,null,,,,null,,,,,,,,,,,,,,,
,do_trial,9,104414,0.0-9.0-0.0,null,,,,null,"0,0,1",6,blank,230,null,0.252870411,0.100755728,0.648204409,,,,,,,
,html-keyboard-response,10,105420,0.0-9.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,11,109654,0.0-10.0-0.0,1658.6,,,,51,"0,0,0",6,blank,231,null,0.248203942,0.110232993,0.75609946,0,,,,,,
,html-keyboard-response,12,110657,0.0-10.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,13,114787,0.0-11.0-0.0,1547.1,,,,50,"0,0,1",6,blank,232,null,0.301506386,0.208609098,0.679795932,0,,,,,,
,html-keyboard-response,14,115790,0.0-11.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,15,120147,0.0-12.0-0.0,1779.8,,,,50,"0,0,1",6,blank,233,null,0.362194002,0.288530657,0.7877386,0,,,,,,
,html-keyboard-response,16,121149,0.0-12.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,17,125602,0.0-13.0-0.0,1877.1,,,,51,"0,0,0",6,blank,234,null,0.239515754,0.180849433,0.724803451,0,,,,,,
,html-keyboard-response,18,126605,0.0-13.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,19,132084,0.0-14.0-0.0,2922,,,,50,"0,0,0",6,blank,235,null,0.253605548,0.174334634,0.627529216,0,,,,,,
,html-keyboard-response,20,133087,0.0-14.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,21,137095,0.0-15.0-0.0,1457.2,,,,50,"0,0,0",6,blank,236,null,0.334430125,0.064015992,0.631553571,0,,,,,,
,html-keyboard-response,22,138098,0.0-15.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,23,143331,0.0-16.0-0.0,2674,,,,51,"0,1,1",6,blank,237,null,0.255263749,0.133891185,0.695457183,1,,,,,,
,html-keyboard-response,24,144335,0.0-16.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,25,148362,0.0-17.0-0.0,1456.4,,,,51,"0,0,1",6,blank,238,null,0.384421499,0.082641361,0.787003788,1,,,,,,
,html-keyboard-response,26,149365,0.0-17.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,27,152451,0.0-18.0-0.0,509.4,,,,50,"0,0,1",6,blank,239,null,0.498106518,0.07475326,0.766073143,0,,,,,,
,html-keyboard-response,28,153454,0.0-18.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,29,156425,0.0-19.0-0.0,398.8,,,,51,"1,0,0",6,blank,240,null,0.575420807,0.061311612,0.65865145,0,,,,,,
,html-keyboard-response,30,157429,0.0-19.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,31,160485,0.0-20.0-0.0,495.5,,,,50,"1,0,1",6,blank,241,null,0.528076032,0.1230039,0.61542947,0,,,,,,
,html-keyboard-response,32,161489,0.0-20.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,33,164591,0.0-21.0-0.0,533.4,,,,50,"1,0,0",6,blank,242,null,0.545577276,0.076090906,0.456232482,0,,,,,,
,html-keyboard-response,34,165594,0.0-21.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,35,168555,0.0-22.0-0.0,386.7,,,,49,"0,0,0",6,blank,243,null,0.636635651,0.099388477,0.380728748,0,,,,,,
,html-keyboard-response,36,169558,0.0-22.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,37,172602,0.0-23.0-0.0,464.3,,,,50,"1,0,0",6,blank,244,null,0.71306877,0.056470357,0.224735202,0,,,,,,
,html-keyboard-response,38,173606,0.0-23.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_recog,39,179621,0.0-24.0-0.0,null,,,,null,,,,245,probe-02,,,,,1,[object Object],127,3,0,
,html-keyboard-response,40,180625,0.0-24.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,41,184514,0.0-25.0-0.0,1315.2,,,,51,"1,0,1",6,blank,246,null,0.684599981,0.121363718,0.347162636,1,,,,,,
,html-keyboard-response,42,185516,0.0-25.0-1.0,null,<p></p>,,null,,,,,,,,,,,,,,,,
,do_trial,43,189667,0.0-26.0-0.0,1564.8,,,,51,"1,0,1",6,blank,247,null,0.702922494,0.154308463,0.416246782,1,,,,,,
