"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"true","fullscreen","0","3617","0.0-0.0","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","3623","0.0-1.0","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","17713","0.0-2.0","14086.53999993112","<div class='center'><p>Welcome! This is the second day of the experiment. This part will last ~30 minutes. </p><br><p>Just as a reminder, you are the head captain of a pirate ship traveling around the world to different places. </p><p>Today,you’ve arrived at the final destination of your journey!</p><p> Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the places you visited yesterday.</p><p>You’ll still be deciding which pirates you want to rob ships. Because of the fog, however, you won't be able to see which ship your chosen pirate is robbing. </p><p><b>[Press the space bar to go over the instructions]</b></p></div>","32","613980275f88b5f77d6c199b","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","29605","0.0-3.0","11889.949999982491","<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","58958","0.0-4.0","29350.6950000301","<div class='center'><p>Unlike yesterday, sometimes you’ll be asked if you’ve seen a ship before (see the example below). You will use the 5, 6, 7, 8 buttons on your keyboard to respond. </p><p> If you definitely did not see the ship, pick the the big red thumbs down by pressing <b>5</b>.</p><p> If you don’t think you saw it but aren’t sure, then pick the small red thumbs down by pressing <b>6</b>.</p><p> If you think you might have seen it, then pick the small green thumbs up by pressing <b>7</b>.</p><p> If you definitely did see this ship before, then pick the big thumb green thumbs up by pressing <b>8</b>.</p><p> If you recall it correctly, then you’ll get a gold coin!</p><p><b>[Press the space bar to the experiment]</b></p><p><img src='run_exp/static/images/example_recog_trial.png' height='500'></p></div>","32","","","","","","","","","","","","","","","","",""
"","do_welcome","5","60475","0.0-5.0-0.0","null","","","","null","","","","","","","","","","","","","","",""
"","do_trial","6","64713","0.0-6.0-0.0","1677.8550000162795","","","","51","1,1,0","6","blank","240","null","0.10276938802902504","1","0.27391799018976287","0","","","","","",""
"","do_trial","7","67853","0.0-7.0-0.0","586.5699999267235","","","","50","0,1,0","6","blank","241","null","0.15541317515968586","0.9154595136834998","0.28168514227088753","1","","","","","",""
"","do_trial","8","70732","0.0-8.0-0.0","319.3650000030175","","","","50","0,1,0","6","blank","242","null","0.08530569437810562","0.7704750145439053","0.29778789550242757","1","","","","","",""
"","do_recog","9","76753","0.0-9.0-0.0","null","","","","null","","","","243","probe-97","","","","","1","[object Object]","44","1","0",""
"","do_trial","10","81503","0.0-10.0-0.0","2183.684999938123","","","","50","0,0,0","6","blank","244","null","0.11913885739713491","0.7786378772236364","0.2728464880072096","0","","","","","",""
"","do_recog","11","85763","0.0-11.0-0.0","2744.360000011511","","","","56","","","","245","probe-112","","","","","1","[object Object]","42","1","1",""
"","do_trial","12","89458","0.0-12.0-0.0","1140.4249999905005","","","","50","0,0,0","6","blank","246","null","0.14974106334052326","0.7007717322708464","0.2977853611008914","0","","","","","",""
"","do_recog","13","92714","0.0-13.0-0.0","1741.3450001040474","","","","56","","","","247","probe-15","","","","","1","[object Object]","124","3","1",""
"","do_trial","14","96049","0.0-14.0-0.0","779.8400000901893","","","","49","0,1,0","6","blank","248","null","0.21569911292161045","0.7645448022918069","0.36429189732807693","0","","","","","",""
"","do_recog","15","100034","0.0-15.0-0.0","2470.2350000152364","","","","54","","","","249","probe-134","","","","","1","[object Object]","204","5","0",""
"","do_trial","16","103333","0.0-16.0-0.0","743.0600000079721","","","","50","0,1,1","6","blank","250","null","0.1491932175958095","0.8160964443076771","0.4262377580828385","1","","","","","",""
"","do_trial","17","106339","0.0-17.0-0.0","450.7549999980256","","","","50","0,1,0","6","blank","251","null","0.3494656104369811","0.9093019060065242","0.3040363894021782","1","","","","","",""
"","do_trial","18","109382","0.0-18.0-0.0","489.08500000834465","","","","50","0,0,1","6","blank","252","null","0.28383925691424494","0.7739602779569932","0.5570039065201974","0","","","","","",""
"","do_trial","19","112409","0.0-19.0-0.0","469.455000013113","","","","51","0,1,1","6","blank","253","null","0.23557654231580202","0.80392869784023","0.5088606951104976","1","","","","","",""
"","do_recog","20","115183","0.0-20.0-0.0","1260.4199999477714","","","","56","","","","254","probe-172","","","","","1","[object Object]","201","5","1",""
"","do_trial","21","118546","0.0-21.0-0.0","808.2550000399351","","","","51","1,1,1","6","blank","255","null","0.27623755855172194","0.5417778975179237","0.4364249312411591","1","","","","","",""
"","do_recog","22","121214","0.0-22.0-0.0","1154.4250000733882","","","","56","","","","256","probe-94","","","","","1","[object Object]","48","1","1",""
"","do_trial","23","124411","0.0-23.0-0.0","642.3799999756739","","","","49","1,1,0","6","blank","257","null","0.47483652110371444","0.4953894601007336","0.303395502007913","1","","","","","",""
"","do_trial","24","127274","0.0-24.0-0.0","307.64000001363456","","","","49","1,1,0","6","blank","258","null","0.6500883006996767","0.4672476423707681","0.28389279090799086","1","","","","","",""
"","do_trial","25","130098","0.0-25.0-0.0","267.82499998807907","","","","49","1,0,0","6","blank","259","null","0.7138627858204939","0.20987119533874457","0.11150158240183324","1","","","","","",""
"","do_trial","26","133279","0.0-26.0-0.0","625.4699999699369","","","","49","1,1,0","6","blank","260","null","0.8062649645358841","0.2801955658571244","0.19356746231770047","1","","","","","",""
"","do_recog","27","135926","0.0-27.0-0.0","1133.380000013858","","","","56","","","","261","probe-168","","","","","1","[object Object]","49","1","1",""
"","do_trial","28","139139","0.0-28.0-0.0","658.4649999858811","","","","49","1,0,0","6","blank","262","null","0.8092322794694735","0.23044655611115228","0.06384699747014469","1","","","","","",""
"","do_recog","29","141803","0.0-29.0-0.0","1150.8049999829382","","","","56","","","","263","probe-199","","","","","1","[object Object]","127","3","1",""
"","do_trial","30","144975","0.0-30.0-0.0","616.7150000110269","","","","49","1,1,0","6","blank","264","null","0.8708784799489484","0.3557503029342449","0.17323413950867703","1","","","","","",""
"","do_trial","31","148066","0.0-31.0-0.0","539.9099999340251","","","","49","1,0,0","6","blank","265","null","0.7471757925105985","0.4787333694550404","0.13460277186674596","1","","","","","",""
"","do_trial","32","151092","0.0-32.0-0.0","467.449999996461","","","","49","1,0,0","6","blank","266","null","0.6900628191241921","0.4611329387086159","0.059441779369919505","1","","","","","",""
"","do_trial","33","154238","0.0-33.0-0.0","585.8849999494851","","","","49","0,0,0","6","blank","267","null","0.5852608949239191","0.37314603333951435","0.08102646087279976","0","","","","","",""
"","do_recog","34","156704","0.0-34.0-0.0","952.5649999268353","","","","56","","","","268","probe-132","","","","","1","[object Object]","129","3","1",""
"","do_trial","35","159913","0.0-35.0-0.0","654.2200000258163","","","","50","1,0,0","6","blank","269","null","0.6834843307846769","0.3119067967963612","0.12147011870494803","0","","","","","",""
"","do_recog","36","162376","0.0-36.0-0.0","948.3750000363216","","","","56","","","","270","probe-90","","","","","1","[object Object]","45","1","1",""
"","do_trial","37","165386","0.0-37.0-0.0","455.0750000635162","","","","51","1,0,0","6","blank","271","null","0.7957705549236852","0.392796845192523","0.09271590463496972","0","","","","","",""
"","do_recog","38","167850","0.0-38.0-0.0","949.8000000603497","","","","56","","","","272","probe-150","","","","","1","[object Object]","41","1","1",""
"","do_trial","39","170979","0.0-39.0-0.0","571.7550000408664","","","","49","1,1,0","6","blank","273","null","0.8533867256479623","0.49182375936861095","0.15983229493379256","1","","","","","",""
"","do_trial","40","174127","0.0-40.0-0.0","594.6000000694767","","","","49","1,0,0","6","blank","274","null","0.812907531227441","0.6423806591407144","0.13491663239280882","1","","","","","",""
