"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"true","fullscreen","0","19149","0.0-0.0","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","19157","0.0-1.0","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","40579","0.0-2.0","21420.89999999851","<div class='center'><p>Welcome! This is the second day of the experiment. This part will last ~30 minutes. </p><br><p>Just as a reminder, you are the head captain of a pirate ship traveling around the world to different places. </p><p>Today,you’ve arrived at the final destination of your journey!</p><p> Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the places you visited yesterday.</p><p>You’ll still be deciding which pirates you want to rob ships. Because of the fog, however, you won't be able to see which ship your chosen pirate is robbing. </p><p><b>[Press the space bar to go over the instructions]</b></p></div>","32","6110c363d2ac151f55e53e1e","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","62145","0.0-3.0","21564.89999999851","<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","78551","0.0-4.0","16405.39999999851","<div class='center'><p>Unlike yesterday, sometimes you’ll be asked if you’ve seen a ship before (see the example below). You will use the 5, 6, 7, 8 buttons on your keyboard to respond. </p><p> If you definitely did not see the ship, pick the the big red thumbs down by pressing <b>5</b>.</p><p> If you don’t think you saw it but aren’t sure, then pick the small red thumbs down by pressing <b>6</b>.</p><p> If you think you might have seen it, then pick the small green thumbs up by pressing <b>7</b>.</p><p> If you definitely did see this ship before, then pick the big thumb green thumbs up by pressing <b>8</b>.</p><p> If you recall it correctly, then you’ll get a gold coin!</p><p><b>[Press the space bar to the experiment]</b></p><p><img src='run_exp/static/images/example_recog_trial.png' height='500'></p></div>","32","","","","","","","","","","","","","","","","",""
"","do_welcome","5","80071","0.0-5.0-0.0","null","","","","null","","","","","","","","","","","","","","",""
"","do_trial","6","84834","0.0-6.0-0.0","2196.10000000149","","","","51","1,0,0","6","blank","240","null","1","0.08716754464586356","0.4828116510358505","0","","","","","",""
"","do_recog","7","90849","0.0-7.0-0.0","null","","","","null","","","","241","probe-200","","","","","1","[object Object]","86","2","0",""
"","do_trial","8","96916","0.0-8.0-0.0","null","","","","null","1,0,0","6","blank","242","null","0.92584549169924","0.055510635380434305","0.47003091288608373","","","","","","",""
"","do_recog","9","100804","0.0-9.0-0.0","2379.39999999851","","","","54","","","","243","probe-92","","","","","1","[object Object]","84","2","0",""
"","do_trial","10","105955","0.0-10.0-0.0","2591.0999999940395","","","","50","1,0,0","6","blank","244","null","0.8208909850797715","0.10931509175840383","0.44913147599003517","0","","","","","",""
"","do_trial","11","109226","0.0-11.0-0.0","712.3999999985099","","","","51","1,0,1","6","blank","245","null","0.8731546793173692","0.12146109070046622","0.44422722478859533","1","","","","","",""
"","do_trial","12","112248","0.0-12.0-0.0","459.69999999552965","","","","51","0,0,0","6","blank","246","null","0.8093596110262344","0.10604562689967068","0.4519035928121094","0","","","","","",""
"","do_trial","13","115164","0.0-13.0-0.0","362.3999999985099","","","","51","0,0,1","6","blank","247","null","0.7718649921823724","0.16126687985354557","0.6121329636954732","1","","","","","",""
"","do_trial","14","118012","0.0-14.0-0.0","296.6000000014901","","","","51","1,0,0","6","blank","248","null","0.825249730931266","0.09725425563745307","0.25661839947693454","0","","","","","",""
"","do_trial","15","121228","0.0-15.0-0.0","659.6000000014901","","","","49","1,0,0","6","blank","249","null","0.7543408108083745","0.17350954941161098","0.2518425519596989","1","","","","","",""
"","do_recog","16","125315","0.0-16.0-0.0","2578.7000000029802","","","","54","","","","250","probe-242","","","","","0","[object Object]","null","null","1",""
"","do_trial","17","128951","0.0-17.0-0.0","1075","","","","51","1,1,1","6","blank","251","null","0.651049688599616","0.1127962843884804","0.42546474078453494","1","","","","","",""
"","do_recog","18","133048","0.0-18.0-0.0","2582.6999999955297","","","","55","","","","252","probe-45","","","","","1","[object Object]","46","1","1",""
"","do_trial","19","136407","0.0-19.0-0.0","796.8000000044703","","","","51","0,0,0","6","blank","253","null","0.671856665362259","0.07784506485647123","0.46037524603183955","0","","","","","",""
