"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","is_valid","image_to_show","probed_trial","probed_context","correct","context_id"
"true","fullscreen","0","4403","0.0-0.0","","","","","","","","","","","","","","","","","","","",""
"","pavlovia","1","4412","0.0-1.0","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","2","18029","0.0-2.0","13609.299999999814","<div class='center'><p>Welcome! This is the second day of the experiment. This part will last ~30 minutes. </p><br><p>Just as a reminder, you are the head captain of a pirate ship traveling around the world to different places. </p><p>Today,you’ve arrived at the final destination of your journey!</p><p> Unfortunately, it’s very foggy out, so you won’t be able to see it in the distance like the places you visited yesterday.</p><p>You’ll still be deciding which pirates you want to rob ships. Because of the fog, however, you won't be able to see which ship your chosen pirate is robbing. </p><p><b>[Press the space bar to go over the instructions]</b></p></div>","32","60fee403bbe959b22e9ac3df","","","","","","","","","","","","","","","",""
"","html-keyboard-response","3","26008","0.0-3.0","7977.799999999814","<div class='center'><p>Like yesterday,as the head captain of the ship, you have one important things to do: </p><b><p> Pick the pirate who you think will be most successful at robbing the next ship.</p></b><p>This is important in determining how much bonus money you’ll win.</p><br><p>The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. </p><p> Press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","51317","0.0-4.0","25307.299999999814","<div class='center'><p>Unlike yesterday, sometimes you’ll be asked if you’ve seen a ship before (see the example below). You will use the 5, 6, 7, 8 buttons on your keyboard to respond. </p><p> If you definitely did not see the ship, pick the the big red thumbs down by pressing <b>5</b>.</p><p> If you don’t think you saw it but aren’t sure, then pick the small red thumbs down by pressing <b>6</b>.</p><p> If you think you might have seen it, then pick the small green thumbs up by pressing <b>7</b>.</p><p> If you definitely did see this ship before, then pick the big thumb green thumbs up by pressing <b>8</b>.</p><p> If you recall it correctly, then you’ll get a gold coin!</p><p><b>[Press the space bar to the experiment]</b></p><p><img src='run_exp/static/images/example_recog_trial.png' height='500'></p></div>","32","","","","","","","","","","","","","","","","",""
"","do_welcome","5","52833","0.0-5.0-0.0","null","","","","null","","","","","","","","","","","","","","",""
"","do_trial","6","56898","0.0-6.0-0.0","1378","","","","49","0,1,0","6","blank","240","null","0.4464899373497941","1","0.0837933829145701","0","","","","","",""
"","do_recog","7","62923","0.0-7.0-0.0","null","","","","null","","","","241","probe-45","","","","","1","[object Object]","84","2","0",""
"","do_trial","8","66431","0.0-8.0-0.0","936.2000000001863","","","","50","1,1,0","6","blank","242","null","0.32763705402537585","0.883785567566509","0.08698092106999117","1","","","","","",""
"","do_recog","9","69646","0.0-9.0-0.0","1698.8999999994412","","","","53","","","","243","probe-247","","","","","0","[object Object]","null","null","1",""
"","do_trial","10","73632","0.0-10.0-0.0","1338.2000000001863","","","","51","0,1,0","6","blank","244","null","0.43811933394767577","0.8766849991488246","0.058367444326744365","0","","","","","",""
"","do_recog","11","76240","0.0-11.0-0.0","1087.699999999255","","","","53","","","","245","probe-95","","","","","1","[object Object]","120","3","0",""
