"participant_id","Intercept","reward_1","reward_2","reward_3","probed_identity","probed_reward","context_rwd"
"22",0.123839792233147,-0.253607880936525,-0.166758014041906,-0.140586380913734,0.994953029901277,0.201895590678299,-0.373010780938986
"29",0.0736655653652641,-0.469647138554612,-0.00828497999404973,0.138795217110932,-0.176393346452856,0.055427807610515,0.42568439049919
"42",-0.0714146283129046,0.180481383696473,0.194035217761445,0.205724832739431,-0.026711160406227,-0.031273916212659,-0.082862233863004
"70",-0.217079983774172,0.890361600366591,0.377021518332487,0.18823504217614,-0.161073776581254,-0.0243121449598469,-0.173634572051507
"71",0.0348248632257553,-0.104515091216827,0.0204069296317033,0.0975838196571022,0.216647144880828,0.144342408106984,0.202248982649353
"72",0.00812566060344482,0.01139854636755,-0.0671467976664232,-0.114565241648983,0.209287720149737,-0.0786604599437765,-0.398536049723985
"104",0.141360487143783,-0.543511672879455,-0.250739949437318,-0.17326221139455,0.300144450050918,0.0064775003575439,-0.125851394528187
"124",-0.0867719164592026,0.185336220488917,0.271114042335822,0.281404958836797,-0.171120872733377,0.0083048076381549,0.119935829298512
"132",0.0807730219876283,-0.467660946869758,-0.263432054570915,-0.238505885803093,-0.212760509342229,-0.301787788400243,-0.416262071420213
"136",0.142669263886979,-0.636167867343645,-0.219923194120378,-0.123706085714403,0.00623798742714583,0.0194787738767386,0.180735459047562
"139",0.00877143861257986,-0.324155449495721,0.106591832011016,0.191603746416343,0.0638629371355648,-0.157404103491764,-0.365956368244233
"171",0.0204514964440316,-0.0756004464173572,-0.0884260592868808,-0.169204349049935,0.0887005480714048,-0.0959342343480128,-0.354230852234575
"179",0.00149750407772462,-0.19946726405522,0.115793182687316,0.150851453523888,0.0533730073256881,-0.050163736217745,-0.157838115474725
"190",0.0178898970358324,-0.15605848524669,-0.027991337218468,0.00778570884472862,-0.198998733564597,-0.0463168829978697,0.113489916172204
"191",0.0462962420261065,-0.291187686994205,-0.105666104456495,0.00713665205636183,-0.453321794087794,-0.0495301383394026,0.425466615930423
"220",0.0838055797831959,-0.338200818579989,-0.197377680928374,-0.209568889394544,-0.281456212517779,0.000451904092418016,0.292071190473693
"225",0.0499958627077166,-0.338896070162819,-0.00619844892878239,0.0720053485523709,0.239795942503578,-0.0666909275081248,-0.296517768585713
"229",-0.0428533030690808,0.208654777767739,0.0579709678557035,0.0741094075017725,-0.404890572917053,0.0919386331300113,0.578963127123291
"247",-0.027739576400178,0.222937945513091,0.0831186804193009,0.100642240811613,0.0701690776867226,0.169473625324408,0.322426297918198
"250",0.0108771576251598,0.139464679100745,-0.175552070019263,-0.258129897573239,-0.157149535631259,-0.00135548200352826,0.10393477246721
"260",0.0162934470975743,0.108006980358942,-0.078835873744463,-0.0457241873642345,0.00959696010439094,0.13309563290574,0.345820471871248
"293",-0.0258686911557839,0.111970126107882,-0.00421340812264426,-0.0571866578700984,-0.0768768231157789,-0.0655172424919957,-0.129078330057755
"332",0.0685015755524494,-0.0602649961716904,-0.26621714945582,-0.297645702613839,0.0779210036957689,0.0235055263231971,0.0167737657660351
"337",0.166382929253688,-0.688215423469551,-0.296953878402907,-0.167833202769354,0.13140362335718,-0.00409490855312211,0.0611956760523941
"386",0.119375778773017,-0.438393921447418,-0.260283999425041,-0.185097653833075,0.00996239473454065,0.00421792869310915,0.131548203776705
